,SMILES,clogp,qed,sas
2698,C(O)(C4O)C(OC(C4OC(C)=O)Oc(c1)cc(c(C(=O)3)c1OC(=C3)c(c2)ccc(c2)O)O)C(=O)OC,0.8014,0.360744952,4.021918981
2699,Oc(c1CC=C(C)COC(=O)C=Cc(c3)ccc(c3)O)c(C(=O)C=Cc(c2)c(cc(O)c2)O)ccc1O,4.8561,0.120794046,2.953106429
2700,c(c42)(cc(c(CC=C(C)C)c2OC(CC4=O)c(c3)ccc(O)c3)OC(O1)C(C(C(O)C(CO)1)O)O)O,1.4917,0.318693741,4.335403347
2701,C(c21)(O4)=C(C(c(c6O)c4c(C=5)c(c6CC=C(C)C)OC(C)(C)C5)=O)CC(C3(C)C)c1c(O3)c(O)cc2O,6.0804,0.364398059,4.29176719
2702,c(c54)(cc(O)c(c5)O)OC(C=C(C)C)C(=C43)C(c(c2O3)c(c(C=1)c(c(CC=C(C)C)2)OC(C1)(C)C)O)=O,6.6694,0.271015177,4.240304738
2703,C(C)(C)=CCCC(C56)(Oc(c16)c(O)cc(c1C(O2)=C(C5)C(c(c(O)3)c2cc(O4)c3C=CC4(C)C)=O)O)C,6.2982,0.360735671,4.542441759
2704,c(C(=O)2)(c1O)c(OC(c43)=C2CC(C(C)=C)c3c(c(c(CC=C(C)C)c(=O)4)O)=O)cc(c(CC=C(C)C)1)O,5.5351,0.362290179,4.249697218
2705,c(O)(c(CC=C(C)C)1)c(C(=O)2)c(OC(c35)=C2CC(C(C)=C)c(c(O)c(O4)c(c(O)5)C=CC(C)(C)4)3)cc(O)1,6.1911,0.248868885,4.224796785
2706,c(O)(c(CC=C(C)C)5)c(c(c(c5O)4)Oc(o3)c(C4=O)c(c31)cc(O)c(O2)c(C=CC(C)(C)2)1)CC=C(C)C,7.0108,0.257222969,3.89787798
2707,C(CC(CCOc(c1)c(cc(C(=C3O)Oc(c(C3=O)2)cc(c(OC)c(O)2)OC)c1)O)C)CC(C)(C)O,4.9402,0.287009978,3.379535063
2708,c(c(O)3)cc(cc(OC(C(O)4)OC(C(O)=O)C(OC(C)=O)C(O)4)3)C(O2)=CC(c(c21)c(O)cc(O)c1)=O,0.4186,0.26021948,4.132412373
2709,O=C(C=3OC)c(c(O)1)c(OC(c(c4)ccc(OC(O5)C(O)C(C(O)C5C(O)=O)O)c4)3)cc(O2)c(OC2)1,0.1739,0.315855343,4.11390761
2710,C(O)(C(Oc(c4O)cc(cc4)C(O3)=CC(c(c32)c(O)cc(O)c2)=O)1)C(OC(C)=O)C(O)C(C(O)=O)O1,0.4186,0.26021948,4.123011117
2711,O(c(c1)cc(O[C@@H]([C@H]4O)OC(COC(C)=O)[C@@H]([C@H](O)4)O)c(C(c(c3)cc(c(c3)O)O)=2)c(OC(=O)C2)1)C,0.6293,0.179367675,3.956821079
2712,O(C)c(c1)cc(O)c(C2=O)c1OC(c(c4)ccc(c4)O)=C2O[C@H](O3)C(O)C(O)[C@@H](O)[C@H]3COC(C)=O,0.6293,0.295360738,3.921043456
2713,C(C(C(O)1)OC(c(c2O)c(O3)c(C(=O)C=C3c(c4)cc(c(O)c4)OC)c(O)c2)C(O)C1O)OC(C)=O,0.6711,0.266128138,4.084442514
2714,C(=O)(C=1)c(c3O)c(cc(OC(C(C)OC(C(O)4)OC(C(O)C(O)4)CO)=O)c3)OC1c(c2)ccc(c2)O,-0.0184,0.194151667,4.15102013
2715,O(C(Oc(c4OC)cc(c(c4O)2)OC(c(c3)ccc(c3)OC)=CC(=O)2)1)C(C(OC)=O)C(O)C(C(O)1)O,0.5422,0.343629925,3.953226673
2716,O(c43)C=C(C(=O)c(cc(c(O[C@@H]([C@H]5O)OC([C@H](O)[C@@H]5O)CO)c4)OC)3)c(c(OC)2)cc(c1c2)OCO1,0.3846,0.365116756,3.963174911
2717,c(C(=C5)C(c(c(O5)3)c(c(c(O[C@@H]([C@H]4O)OC(CO)[C@H](O)[C@@H]4O)c3)OC)OC)=O)(c2)cc(c1c2)OCO1,0.3846,0.365116756,4.029614515
2718,C(C(c(c5)cc(c4c5)OCO4)=3)(c(c(OC)2)c(OC3)c(c(c2)O[C@@H]([C@H]1O)OC(CO)[C@H](O)[C@@H]1O)OC)=O,0.3846,0.365116756,4.052264629
2719,C(O)(C(O)4)C(C)OC(C(O)4)Oc(c3)c(c1c(C)c3O)c(c(=Cc(c2)cc(c(OC)c2OC)OC)o1)=O,1.54892,0.423845329,4.126940316
2720,C(C)(C(O)1)OC(Oc(c42)c(C)c(cc2oc(c4=O)=Cc(c3)cc(c(OC)c3OC)OC)O)C(O)C(O)1,1.54892,0.423845329,4.123276737
2721,C(C)(C(O)1)OC(Oc(c(OC)4)c(OC)c(c2c4)C(C(OC)=C(c(c3)ccc(c3)OC)O2)=O)C(O)C(O)1,1.7007,0.432006919,3.885548351
2722,C(=CCc(c15)c(ccc(C(C(O5)4O)(CC=C(C)C)Oc(c3C4=O)cc(O2)c(c(O)3)C=CC2(C)C)1)O)(C)C,5.6986,0.458909066,4.576330563
2723,c(c45)(ccc(O)c(CC=C(C)C)5)C(O3)(C(O)(O4)C(=O)c(c32)c(O)cc(c12)OC(C)(C)C=C1)CC=C(C)C,5.6986,0.458909066,4.592559352
2724,CC(C)=CCc(c54)c(c(c(c(C=CC(C)(C)O5)4)O)3)OC(O)(c21)C(C3=O)(CC=C(C)C)Oc(cc(O)cc2)1,5.6986,0.458909066,4.530135133
2725,c(O)(c21)cc(O)c(C(C)(C)C=C)c1OC(c(c4)c(c(c(c4O)3)C=CC(O3)(C)C)CC=C(C)C)=C(C2=O)O,6.4389,0.295169522,3.798837504
2726,Oc(c31)c(CC=C(C)C)c(O4)c(C=CC(CCC=C(C)C)(C)4)c1OC(=C(O)C3=O)c(c2)ccc(O)c(O)2,6.7018,0.217647928,3.932541752
2727,C(=C4)c(c3OC4(C)C)c(c(c(c3CC=C(CCC=C(C)C)C)O)1)OC(c(c2)ccc(O)c2O)=C(O)C1=O,6.7018,0.217647928,3.456546221
2728,c(c1O)(C(O2)=C(CC=C(C)C)C(c(c3O)c2c(CC=C(C)C)c(O4)c3C=CC4(C)C)=O)cc(O)c(O)c1,6.484,0.178157516,3.622352022
2729,C(=C15)(c(c4)c(OC(C(C)(C)O)C5)cc(c4)O)Oc(c23)c(c(cc2OC(C=C3)(CCC=C(C)C)C)O)C1=O,5.8563,0.38209466,4.3053128
2730,O(c31)c(c4CC=C(C)C)c(c(c(c(O)4)CC=C(C)C)O)C(=O)c(c(c2)c(o3)c(c(O)c2O)CC=C(C)C)1,7.0409,0.163893814,3.761636022
2731,O(C(c(c4)cc(CC=C(C)C)c(c4OC)O)3)c(c2CC=C(C)C)c(C(=O)C3)c(c(c21)C=CC(O1)(C)C)O,7.0145,0.411535554,3.89670489
2732,OC([C@H]4O)C([C@@H](O[C@@H]4COC(C)=O)Oc(c2)c(c(c3)cc(c(c3)O)OC)[o+1]c(c21)cc(cc1O)O)O,1.2558,0.208262591,4.243707792
2733,COc(c3)c(OC)c(O1)c(c(O)3)C(=O)C(OS(O)(=O)=O)=C1c(c2)cc(c(O)c2)OS(O)(=O)=O,1.2516,0.331718126,2.984459577
2734,c(c(C(O3)=C(C(c(c4O)c3cc(c4)O)=O)OC(C(O)2)OC(C(O)C(O)2)C(=O)OCC)1)cc(c(c1)O)O,0.0319,0.179723952,4.115099029
2735,c(c(C(O3)=C(C(c(c4O)c3cc(c4)O)=O)OC(O2)C(OC(C)=O)C(O)C(C2CO)O)1)cc(c(c1)O)O,0.0319,0.179723952,4.107612216
2736,c(C(=O)2)(c4O)c(cc(c4)O)OC(=C2OC(C(O)3)OC(C(OC(C)=O)C(O)3)C)c(c1)cc(O)c(O)c(O)1,0.7651,0.192322426,4.232358444
2737,c(c(C(O3)=C(C(c(c4O)c3cc(c4)O)=O)OC(O2)C(O)C(C(C(COC(C)=O)2)O)O)1)cc(c(c1)O)O,0.0319,0.179723952,4.07890264
2738,OC(C1O)C(Oc(c4)cc(c3c4O)OC(=C(C(=O)3)O)c(c2)ccc(c2O)O)OC(COC(C)=O)C1O,0.0319,0.179723952,4.087776894
2739,c(c12)(cc(c(c(OC(c(c3O)ccc(c3)O)=C(CC=C(C)C)C2=O)1)CC=C(C)CCC=C(C)C)OC)O,7.3293,0.263856561,3.294714843
2740,c(c(C(O3)=C(C(c(c4O)c3cc(c4)O)=O)OC(O2)C(O)C(C(C(COC(C)=O)2)O)O)1)cc(c(c1)O)O,0.0319,0.179723952,4.07890264
2741,OC(C4O)C(OC(CO)C4O)Oc(c1)c(O)ccc1C(=C3O)Oc(c2)c(C3=O)c(O)cc2OC(C)=O,-0.3192,0.174578792,4.083476109
2742,c(c(C(O3)=C(C(c(c4O)c3cc(c4)O)=O)OC(O2)C(C(OC(C)=O)C(O)C2CO)O)1)cc(c(c1)O)O,0.0319,0.179723952,4.122017867
2743,C(C)(C(O)1)OC(OC(C4=O)=C(Oc(c43)cc(cc3O)O)c(c2)cc(O)c(O)c(O)2)C(OC(C)=O)C(O)1,0.7651,0.192322426,4.237428706
2744,OC(C4C(O)=O)C(C(O)C(O4)Oc(c3)cc(c(c3O)1)OC(c(c2)cc(c(c(OC)2)O)OC)=CC1=O)O,0.1594,0.263775893,4.024683645
2745,c(c(O)1)(C(=O)2)c(OC(c(c(OC(O4)C(O)C(C(O)C4C(O)=O)O)3)c(O)ccc3)=C2)c(c(c1)OC)OC,0.1594,0.263775893,4.135498087
2746,O=C(C(O1)C(O)C(O)C(O)C(Oc(c4)c(OC)c(c(c34)C(=O)C=C(O3)c(c2)ccc(c2O)O)O)1)OC,-0.0552,0.198429403,4.12735005
2747,OC(C4C(O)=O)C(C(O)C(O4)Oc(c3)cc(c(c3O)1)OC(c(c2)cc(OC)c(OC)c2O)=CC1=O)O,0.1594,0.263775893,4.081044555
2748,Oc(c3)c(C(=O)1)c(cc3O[C@@H]([C@H]4O)OC(COC(C)=O)[C@@H]([C@@H]4O)O)OC(c(c2)cc(c(c2)O)OC)C1,0.5624,0.344017239,4.138621529
2749,O(C)c(c4OC)c(c(c1c4)C(C(OC)=C(c(c3)ccc(c3)O[C@@H](C(O)2)O[C@@H]([C@H](O)C(O)2)CO)O1)=O)O,0.3701,0.297855836,3.900635065
2750,OC([C@@H]1OC(=C(c(c4)ccc(c4)OC)2)C(=O)c(c(O)3)c(cc(c(OC)3)OC)O2)C([C@@H](O)[C@@H](CO)O1)O,0.3701,0.297855836,3.866678421
2751,OC([C@@H]1OC(=C3c(c4)ccc(c4)O)C(c(c2O3)c(OC)c(OC)c(c2)OC)=O)C([C@@H](O)[C@@H](CO)O1)O,0.3701,0.297855836,3.911166533
2752,O(C1Oc(c4OC)cc(c(c4O)3)OC(=C(OC)C3=O)c(c2)cc(c(c2)O)OC)C(C(O)C(O)C(O)1)C,1.1033,0.322104737,4.049321321
2753,O(C)c(c4)cc(O)c(c41)C(C(=C(c(c2O[C@@H]([C@H]3O)OC([C@H](O)[C@@H]3O)CO)ccc(c2)OC)O1)OC)=O,0.3701,0.297855836,3.944088211
2754,C(C1O)(C(COC(C)=O)OC(Oc(c2)c(O)c(O)c(C(C=Cc(c3)cc(c(OC)c3)O)=O)c2)C1O)O,0.4576,0.125564795,3.967144398
2755,OC(C(COC(C)=O)1)C(O)C(C(Oc(c2O)c(c(C(C=Cc(c3)cc(c(OC)c3)O)=O)cc2)O)O1)O,0.4576,0.164817606,3.997824932
2756,O(C(C4O)OC(CO)C(O)C4O)c(c3)c(c(cc3OC)2)C(=O)C=C(O2)c(c1)cc(O)c(c1OC)OC,0.3701,0.297855836,3.983086813
2757,C(C3=O)=C(c(c4)ccc(OC)c4)Oc(c23)c(c(OC)c(OC)c2O)OC(O1)C(O)C(C(O)C(CO)1)O,0.3701,0.297855836,3.983288211
2758,C(C(C(O)4)OC(C(O)C4O)Oc(c(OC)1)c(C(=O)2)c(OC(c(c3)ccc(OC)c3)=C2)c(OC)c1O)O,0.3701,0.297855836,4.006426673
2759,c(c3OC)c(ccc(O[C@@H](C4O)O[C@@H]([C@@H](C(O)4)O)CO)3)C(O2)=CC(=O)c(c21)c(c(c(OC)c1)OC)O,0.3701,0.297855836,3.899447652
2760,C(C(C(O)4)OC(C(O)C4O)Oc(c(OC)3)c(c(c1c(O)3)OC(c(c2)ccc(OC)c2)=CC(=O)1)OC)O,0.3701,0.297855836,3.992577722
2761,C(=O)(C=1)c(c(O)4)c(cc(c4OC)O)OC(c(c2)cc(c(OC)c2OC(C(O)3)OC(C(O)C3O)C)OC)1,1.1033,0.322104737,4.075732153
2762,c(c1)c(c(OC)cc1C(C(=O)4)=COc(c42)cc(O[C@@H]([C@H]3O)OC(CO)[C@H](O)[C@@H]3O)c(c2O)OC)OC,0.3701,0.297855836,3.944765134
2763,c(c3)c(c(OC)cc3OC)C=CC(c(c(OC(C2O)OC(CO)C(O)C2O)1)c(OC)cc(OC)c1)=O,0.7958,0.267226518,3.804846253
2764,[C@@](C(C)(C)O)(O2)([C@]([H])(c(c4OC)c2c(c(c4)O)C(=O)CCc(c3)cccc3)c(c1)c(ccc1C(OC)=O)O)[H],4.3723,0.304080021,3.615995605
2765,O=C(C5(C)C)C(C(O)(O1)C(C5=O)C(c(c23)c(c(c(c2C(CC(c(c4)cccc4)O3)=O)O)C)1)C(C)C)(C)C,5.04812,0.548716682,4.526091076
2766,CC(C)(C5O)Oc(c4)c(C5)cc(c4O)C(O1)CC(=O)c(c3O)c1c(CC=C(C)C)c(c32)OC(C=C2)(C)C,5.5716,0.467402961,4.346144424
2767,C(C=1)(C)(C)Oc(c4CC(CC=C(C)C)C(C)=C)c(c(O)c(c43)C(CC(O3)c(c(O)2)c(O)cc(c2)O)=O)C1,6.4908,0.330889755,4.405580836
2768,C(C)(C)=CCC(C(C)=C)Cc(c21)c(c(C3=O)c(OC(c(c(O)4)c(O)cc(O)c4)C3)c(C=CC(O2)(C)C)1)O,6.4908,0.330889755,4.392486528
2769,CC(CCC=C(C)C)=CCc(c21)c(O)cc(O)c(C(=O)C(O)(O4)C(c(c34)ccc(c3)O)(O2)CC=C(C)C)1,5.9465,0.34313065,4.364537875
2770,CC(C)=CCC(c34)(C(O)(Oc3c(CC=C(CCC=C(C)C)C)c(O)cc4)2)Oc(c1)c(C(=O)2)c(O)cc1O,5.9465,0.34313065,4.405044044
2771,C(Cc(c(O)4)c(c(c(c14)OC(CC=C(C)C)(c32)C(Oc2cc(cc3)O)(C1=O)O)CC=C(C)C)O)=C(C)C,5.7287,0.369864861,4.42948622
2772,C(C(O)42)(CC=C(C)CCC=C(CCC=C(C)C)C)(c(c(O4)3)ccc(O)c3)Oc(c1)c(C2=O)c(O)cc(O)1,6.1643,0.316680193,4.310465741
2773,C(=CCc(c21)c(ccc1C(CC=C(C)C)(O4)C(O)(C(c(c34)c(O)c(c(O)c3)CC=C(C)C)=O)O2)O)(C)C,5.7287,0.369864861,4.484336374
2774,c(c12)(OC(c(c3)c(CC=C(C)C)c(c(c(O)3)O)CC=C(C)C)=C(O)C(=O)2)c(c(O)cc1O)C(C)(C)C=C,6.469,0.183271571,3.681406207
2775,c(c3O)c(O)c(c(c23)OC(=C(C2=O)O)c(c1)c(c(c(O)c(O)1)CC=C(C)C)CC=C(C)C)CC=C(C)C,6.5141,0.18216624,3.546725616
2776,Oc(c3)c(c(c(c3O)CC=C(C)C)2)C(C(=C(O2)c(c1CC=C(C)C)c(CC=C(C)C)c(O)c(c1)O)O)=O,6.5141,0.18216624,3.591996945
2777,c(O)(c41)cc(O)c(c1OC(=C(C4=O)O)c(c3)c(CC=C(C)C)c(C2)c(c(O)3)OC(C)(C)C2)C(C)(C)C=C,6.3583,0.297268704,3.717178763
2778,c(c41)(c(c(O)c(c24)C(C(CC=C(C)C)=C(c(c3O)ccc(c3)O)O2)=O)CC=C(C)C)OC(C)(C)C(C1)O,5.6686,0.329193569,3.988564785
2779,c(c4)c(cc(c41)OC(C(C)(C)O)CC(C3=O)=C1Oc(c23)c(CC=C(C)C)c(O)c(c(O)2)CC=C(C)C)O,5.6686,0.329193569,3.972515708
2780,c(c3O)(CC(C(C)=C)O)c(c2c(O)c(CC=C(C)C)3)OC(=C(C(=O)2)CC=C(C)C)c(c1O)ccc(c1)O,5.7793,0.244771603,3.962101414
2781,C(=O)(C=1CC=C(C)C)c(c4O)c(c(c3c4CC=C(C)C)CC(O3)C(C)(C)O)OC1c(c2O)ccc(c2)O,5.6686,0.318040935,4.0124314
2782,CC(C)=CCc(c3O)c(O1)c(c(c(CC=C(C)C)3)O)C(CC1c(c2)cc(c(c(CC=C(C)C)2)O)OC)=O,7.0446,0.332240964,3.817469246
2783,C(C(O1)C(C(C(O)C1Oc(c2)c(c(c4)cc(O)c(O)c(O)4)[o+1]c(c3)c(c(O)cc(O)3)2)O)O)OC(C)=O,0.6584,0.135324402,4.408758998
2784,C(C(O1)[C@@H]([C@@H]([C@H](O)[C@@H]1Oc(c2)c(c(c4)cc(O)c(O)c(O)4)[o+1]c(c3)c(c(O)cc(O)3)2)O)O)OC(C)=O,0.6584,0.135324402,4.408758998
2785,c(c1)(c(c(cc1c(c3OC(C4O)OC(CO)C(O)C4O)[o+1]c(c2c3)cc(cc2O)OC)OC)O)OC,0.9966,0.250289643,4.230158141
2786,CC(C)=CCc(c3O)c(c1c(c3CC=C(C)C)O)OC(c(c2)cc(c(c(CC=C(C)C)2)OC)O)CC1=O,7.0446,0.332240964,3.888962477
2787,c(c(C(=C(OC(C(O)4)OC(C(O)C4O)C(O)=O)3)Oc(c(C3=O)2)cc(c(OC)c2O)O)1)cc(c(c1)O)O,-0.438,0.204047889,4.177991593
2788,c(c4)(ccc(c4)C(C3O)Oc(c(C3=O)1)c(OC(O2)C(OC(C)=O)C(O)C(C2CO)O)c(cc1O)O)O,-0.7698,0.247535828,4.445513418
2789,O(c(c1)c(O)ccc1C(O4)=C(OC)C(c(c43)c(O)c(O)c(c3)O[C@@H]([C@@H](O)2)OC(CO)[C@@H]([C@@H]2O)O)=O)C,-0.2273,0.214980789,4.068324461
2790,c(O)(c(OC(O4)C(O)C(C(C(CO)4)O)O)1)c(C3=O)c(OC(=C3O)c(c2)ccc(c(OC)2)O)cc1OC,-0.2273,0.229812826,4.047738904
2791,c(c1O)(c(O3)c(C(=O)C(OC)=C3c(c4)ccc(c4O)O)c(OC(C(O)2)OC(CO)C(C2O)O)c1)OC,-0.2273,0.214980789,4.154755544
2792,O(c(c(O)4)cc(cc4)C(=C(O[C@H](O3)C(O)C([C@H]([C@@H](CO)3)O)O)2)Oc(c1C2=O)c(OC)c(cc(O)1)O)C,-0.2273,0.229812826,4.093766062
2793,Oc(c4OC)c(O)c(c1c4)C(C(OC)=C(c(c2)ccc(O[C@@H](C(O)3)O[C@H](CO)[C@@H](C3O)O)c2O)O1)=O,-0.2273,0.214980789,4.074245811
2794,O(C(C(=O)2)=C(c(c4)cc(c(O)c4)O)Oc(c3OC)c(c(O)cc3OC)2)[C@H](O1)C(O)C([C@H]([C@@H](CO)1)O)O,-0.2273,0.214980789,4.067909076
2795,O(c(c1)c(O)ccc1C(O2)=C(C(c(c4O)c2cc(c4OC)OC(C(O)3)OC(CO)C(C3O)O)=O)O)C,-0.2273,0.229812826,4.074001384
2796,O[C@H]([C@H]1OC(=C(c(c4)cc(OC)c(O)c(O)4)3)C(=O)c(c(O3)2)c(O)cc(c2OC)O)[C@@H]([C@H](O)C(C)O1)O,0.5059,0.234591449,4.228532909
2797,O=C(C(OC)=3)c(c(O)1)c(OC3c(c4)ccc(c4O)O)cc(OC)c1O[C@H](O2)[C@@H](O)[C@H]([C@H](C(CO)2)O)O,-0.2273,0.214980789,4.07381771
2798,c(c(O[C@@H](C(O)4)O[C@H](CO)[C@@H](C4O)O)3)cc(cc3O)C(=C2O)Oc(c1OC)c(C2=O)c(O)cc1OC,-0.2273,0.229812826,4.08971253
2799,O(C(O4)C(O)C(C(C(CO)4)O)O)C(C3=O)=C(Oc(c32)cc(cc2O)O)c(c1)cc(O)c(OC)c1OC,-0.2273,0.229812826,4.092100285
2800,O([C@H](O4)C(O)C([C@H]([C@@H](CO)4)O)O)C(C(=O)2)=C(c(c3)cc(c(OC)c(O)3)O)Oc(c21)cc(cc1O)OC,-0.2273,0.229812826,4.118703268
2801,O=C(C(OC)=3)c(c(O)1)c(OC3c(c4)ccc(c4O)O)cc(OC)c1O[C@H](O2)[C@@H](O)[C@H]([C@H](C(CO)2)O)O,-0.2273,0.214980789,4.07381771
2802,C(O[C@H](O4)C(O)C([C@H]([C@@H](CO)4)O)O)(C3=O)=C(Oc(c32)cc(cc2O)O)c(c1)cc(c(c1OC)O)OC,-0.2273,0.229812826,4.035739375
2803,c(c1)c(OC)c(cc1C(O4)=C(C(c(c42)c(cc(OC)c2O[C@H](O3)[C@@H](O)[C@H]([C@H](C(CO)3)O)O)O)=O)O)O,-0.2273,0.229812826,4.078786784
2804,O(C(=C(c(c4)cc(c(O)c4)O)3)C(=O)c(c2O)c(O3)cc(c2OC)OC)[C@H](O1)C(O)C([C@H]([C@@H](CO)1)O)O,-0.2273,0.214980789,4.046005309
2805,O(c(c1)c(O)ccc1C(=C4O)Oc(c(C4=O)3)c(OC)c(cc3O)O[C@@H]([C@@H](O)2)OC(CO)[C@@H]([C@@H]2O)O)C,-0.2273,0.229812826,4.095905152
2806,c(c1)(O)c(C(C(O)4)OC(C(C4O)O)CO)c(O)c(C3=O)c(OC(=C3O)c(c2)cc(c(c(OC)2)O)OC)1,-0.1855,0.22429179,4.173956224
2807,O(C(=C(c(c4)cc(OC)c(O)c4)3)C(=O)c(c2O3)c(c(OC)c(c2)O)O)[C@H](O1)C(O)C([C@H]([C@@H](CO)1)O)O,-0.2273,0.229812826,4.066035607
2808,O=C(c24)C(OC)=C(Oc2cc(c(c4O)OC)O[C@@H]([C@@H](O)3)OC(CO)[C@@H]([C@@H]3O)O)c(c1)ccc(c1O)O,-0.2273,0.214980789,4.100080191
2809,O(c(c(O)4)cc(cc4)C(=C(O[C@H](O3)C(O)C([C@H]([C@@H](CO)3)O)O)2)Oc(c1C2=O)c(OC)c(cc(O)1)O)C,-0.2273,0.229812826,4.093766062
2810,C(O[C@H](O4)C(O)C([C@H]([C@@H](CO)4)O)O)(C3=O)=C(Oc(c32)cc(cc2O)O)c(c1)cc(c(c1OC)O)OC,-0.2273,0.229812826,4.035739375
2811,OC(C4O)[C@H](O[C@@H](CO)[C@H]4O)Oc(c3)c(c(c(O)c3)OC)C(=C2)Oc(c(OC)1)c(C2=O)c(cc1O)O,-0.2273,0.229812826,4.231620065
2812,O[C@@H]([C@H]4O)[C@@H](OC(CO)[C@@H]4O)Oc(c(OC)3)c(O)c(c2c3OC)C(=O)C=C(O2)c(c1)ccc(c1O)O,-0.2273,0.214980789,4.161971086
2813,O(C(=C(c(c4)cc(c(O)c4)O)3)C(=O)c(c2O)c(O3)cc(c2OC)OC)[C@H](O1)C(O)C([C@H]([C@@H](CO)1)O)O,-0.2273,0.214980789,4.046005309
2814,O(C)c(c(OC)3)c(O)c(c2c3O[C@H](O4)[C@@H](O)[C@H]([C@H](C(CO)4)O)O)C(=O)C=C(O2)c(c1)ccc(c1O)O,-0.2273,0.214980789,4.157718338
2815,O([C@H](O4)[C@@H](O)[C@H]([C@H](C(CO)4)O)O)c(c(OC)1)c(c(O2)c(C(=O)C=C2c(c3)ccc(c3O)O)c(O)1)OC,-0.2273,0.214980789,4.16710264
2816,Oc(c(CC=C(C)CCC=C(C)C)1)c(C(=O)2)c(OC(c(c(O)3)c(O)cc(c3)O)C2)c(CC=C(C)C)c1O,6.665,0.252130478,3.926773554
2817,O(C2c(c(O)3)c(O)cc(O)c3)c(c(CC(C(C)=C)CC=C(C)C)1)c(C(C2)=O)c(c(c1O)CC=C(C)C)O,6.5209,0.256828718,4.308520081
2818,OC(C4)C(C)(C)Oc(c34)cc(c1c3O)OC(c(c2CC=C(CCC=C(C)C)C)ccc(O)c2O)CC1=O,5.8195,0.286948326,4.179764379
2819,C(Cc(c(C(O2)C(C(c(c(O)3)c2c(CC=C(C)C)c(O)c3)=O)O)1)cc(O)c(O)c1CC=C(C)C)=C(C)C,5.7124,0.239299352,4.339454346
2820,c(c1)c(cc(O)c1C(C3O)Oc(c2CC(CC=C(C)C)C(C)=C)c(C3=O)c(O)c(CC=C(C)C)c2O)O,5.7861,0.285780533,4.436833856
2821,C(CCC=C(C)C)(=CCc(c3O)c(c(cc3CC=C(C)C)C(O2)C(O)C(=O)c(c12)c(O)cc(c1)O)O)C,5.9302,0.279666742,4.193356682
2822,c(c42)(c(cc(c4)OC)O[C@@H]([C@H]3O)OC([C@H](O)[C@@H]3O)CO)C[C@H](O)[C@H](O2)c(c1)cc(c(c(OC)1)O)OC,-0.3662,0.28542397,4.260890098
2823,C(C(OC(=C(c(c4)cccc4)3)C(c(c(O)2)c(O3)c(c(O)c2)S(O)(=O)=O)=O)1)(O)C(O)C(O)C(O1)CO,-0.7034,0.210174103,4.098640086
2824,C(C1O)(O)C(O)C(CO)OC1c(c(OS(O)(=O)=O)4)c(c(C(=O)3)c(c4)OC(=C3)c(c2)ccc(O)c2)O,-0.4323,0.215697089,4.142815146
2825,c(c(OS(O)(=O)=O)1)c(c(C(=O)4)c(OC(=C4)c(c3)ccc(O)c3)c1[C@@H]([C@H]2O)OC(CO)[C@@H]([C@@H]2O)O)O,-0.4323,0.215697089,4.160871988
2826,c(c13)(cc(OC(O4)C(O)C(C(O)C4)O)cc1OC(=C(OS(O)(=O)=O)C3=O)c(c2)cc(c(O)c2)O)O,-0.4238,0.169166916,4.121191559
2827,O(c(c4)ccc(c4)C(=C2OC(C(O)3)OC(C)C(C(O)3)O)Oc(c1CC=C(C)C)c(C(=O)2)c(cc(O)1)O)C,2.5948,0.309539171,4.142705073
2828,c(C(=O)2)(c(OC(c(c4)ccc(c4)O)=C2OC(C(OC(C)=O)3)OC(C(OC(C)=O)C(O)3)C)1)c(O)cc(O)c1,1.9247,0.362150792,4.087175142
2829,CC(=O)OC(C4OC(C)=O)C(C)OC(C4O)OC(=C2c(c3)ccc(c3)O)C(=O)c(c(O2)1)c(O)cc(O)c1,1.9247,0.362150792,4.068359453
2830,c(C(=O)2)(c(O)4)c(cc(c4)OC(C(OC(C)=O)3)OC(C(O)C(OC(C)=O)3)CO)OC(=C2)c(c1)ccc(c1)O,1.1915,0.344016466,4.004493699
2831,C(O1)(c(c4O)c(O)c(c(c4)2)C(=O)C=C(c(c3)ccc(c3)O)O2)C(C(C(C1COC(C)=O)O)O)OC(C)=O,1.2333,0.305066931,4.117946505
2832,c(c21)c(O)c(c(c1C(C(C(c(c(O)3)ccc(O)c3CC=C(CCC=C(C)C)C)O2)O)=O)O)CC=C(C)C,5.9302,0.279666742,4.173415451
2833,O(C(C)1)C(OC(=C(c(c5)ccc(OC)c5)2)C(c(c3O)c(c(C=4)c(OC(C4)(C)C)c3)O2)=O)C(O)C(O)C1O,2.5647,0.411016863,4.244833065
2834,Oc(c3)c(C(=O)2)c(cc3OC(C4O)OC(CO)C(C(OC(C)=O)4)OC(C)=O)OC(=C2)c(c1)ccc(c1)O,1.1915,0.344016466,4.007481481
2835,c(c1C(=C4)C(=O)c(c3O4)ccc(c3)O[C@H](O2)[C@H]([C@H]([C@@H](O)C2COC(=O)CC(O)=O)O)O)cc(OC)cc1,0.6729,0.242928066,3.841080155
2836,Oc(c1)c(O)ccc1C(C(O)2)Oc(c(Cc(c5)ccc(c5)O)4)c(c(c(c4O)Cc(c3)ccc(c3)O)O)C2=O,3.7791,0.19526898,3.641047835
2837,Oc(c1)ccc(C(O4)=C(O)C(c(c43)c(O)cc(c3CC=C(C)C)OC(O2)C(C(C(O)C(CO)2)O)O)=O)c1,1.2642,0.233522777,4.232356863
