,SMILES,clogp,qed,sas
1694,Oc(c1)ccc(C(C3O)Oc(c2)c(C3=O)c(c(c2O)CC=C(CCC=C(C)C)C)OC)c1,5.0189,0.52553841,3.754296417
1695,C(c23)(C(COc2cc(c(CC=C(C)C)c(O)3)O)c(c(O)1)cc(CC=C(C)C)c(OC)c1)=O,5.1883,0.537422263,3.651673832
1696,C(=CCc(c3OC)c(cc(c31)OCC(c(c2)c(c(c(c2)O)CC=C(C)C)O)C1)OC)(C)C,5.8511,0.530796484,3.632784918
1697,c(c3OC)(O)cc(O1)c(c3O)C(C(=C1c(c2)cc(c(OS(O)(=O)=O)c2)OC)OC)=O,2.0786,0.481029349,2.726421041
1698,c(c3OC)c(O1)c(c(c3OC)O)C(C(OS(O)(=O)=O)=C1c(c2)cc(OC)c(O)c2)=O,2.0786,0.481029349,2.708945828
1699,c(c3OC)c(O1)c(c(c3OC)O)C(C(OS(O)(=O)=O)=C1c(c2)cc(O)c(OC)c2)=O,2.0786,0.481029349,2.722067195
1700,c(c3OC)(O)cc(O1)c(c3O)C(C(OS(O)(=O)=O)=C1c(c2)cc(OC)c(OC)c2)=O,2.0786,0.481029349,2.704872323
1701,c(c(O)5)c(c1cc5)OC(c(c4)cc(O)c(O)c(O)4)C(O3)C(c(c2O)c(C(=O)3)cc(O)c2O)1,2.4304,0.21957207,4.127518059
1702,O(c12)C(c(c5)cc(c34)c(c(O)5)OC(c3cc(c(c4O)O)O)=O)C(O)Cc1c(O)cc(O)c2,2.2169,0.131655888,3.957191347
1703,O(c14)COc1cc(cc4)C(O3)=C(OC)C(=O)c(c23)c(cc(c2OC)OCC=C(C)C)OC,4.5595,0.494518239,2.775660204
1704,c(c32)cc(c1c2OC(c(c4)cc(OC(C(O)5)OC(CO)C(O)C5O)cc4)=CC3=O)occ1,1.3849,0.370085948,3.885648765
1705,O(C5C(C)(C)O)c(c43)c(C5)c(c(c3OC(C4)C(C)(C)O)2)OC(CC2=O)c(c1)ccc(c1)O,3.2475,0.67283087,4.372388863
1706,O(c(c2)c(O1)c(c(O3)c2C(=O)C(c54)(C3COc4cc(OC)c(OC)c5)O)C=CC1(C)C)C,3.1205,0.778465505,3.90070284
1707,O(C1(C)C)c(c(CC(O)C(C)(C)O)2)c(c(c(C(=O)3)c2OC(c(c4)ccc(c4)O)C3)O)C=C1,3.6628,0.573230213,3.982159872
1708,C(C(O4)Cc(c43)c(c1c(O)c3CC=C(C)C)OC(c(c2)cc(c(c2)O)O)CC1=O)(C)(C)O,4.093,0.417851619,4.061164116
1709,C(c13)(CC(c(c4)cc(c(c4)O)O)Oc(c(c(c(c3O)2)OC(C2)C(C)(C)O)CC=C(C)C)1)=O,4.093,0.417851619,4.036621411
1710,C(C(O4)Cc(c43)c(c1c(O)c3CC=C(C)C)OC(c(c2)cc(c(c2)O)O)CC1=O)(C)(C)O,4.093,0.417851619,4.061164116
1711,C(c13)(CC(c(c4)cc(c(c4)O)O)Oc(c(c(c(c3O)2)OC(C2)C(C)(C)O)CC=C(C)C)1)=O,4.093,0.417851619,4.036621411
1712,C(C2)(=O)c(c(O)1)c(OC2c(c3)cc(c(c3)O)O)c(CC(O)C(C)=C)c(O)c1CC=C(C)C,4.2037,0.336350687,3.992035537
1713,c(c5O)c(cc(c45)OC(CC(=O)4)c(c2)c(C1)c(c(O3)c2CCC(C)(C)3)OC(C1O)(C)C)O,3.9823,0.615876601,4.159011627
1714,C(C1)(C(C)(C)Oc(c(O)2)c1cc(C(O3)CC(c(c4O)c3cc(c4)O)=O)c2CC=C(C)C)O,4.093,0.531236247,4.138204435
1715,c(c1O)c(c(C(O3)CC(=O)c(c32)c(c(c(O)c2)CC=C(C)CCC=C(C)C)O)c(c1)O)O,5.1563,0.392782839,3.681024495
1716,CC(C)=CCCC(=CCc(c(O)1)c(O2)c(C(=O)CC(c(c3O)c(cc(c3)O)O)2)c(c1)O)C,5.1563,0.392782839,3.702840941
1717,c(c(CC=C(C)C)3)(c(CC=C(C)C)c(c1c(O)3)OC(c(c2O)c(cc(c2)O)O)CC1=O)O,4.9385,0.416790109,3.781022595
1718,CC(=C)C(CC=C(C)C)Cc(c1O)c(O2)c(C(=O)CC(c(c3O)c(cc(c3)O)O)2)c(c1)O,5.0122,0.399455902,4.096997433
1719,CC(=C)C(CC=C(C)C)Cc(c3O)c(O)c(c(c3)2)C(CC(O2)c(c1O)c(cc(c1)O)O)=O,5.0122,0.399455902,4.077960582
1720,c(c(C(C(O)3)Oc(c(C(=O)3)2)cc(c(CC=C(C)CCC=C(C)C)c2O)O)1)cc(c(c1)O)O,4.4215,0.332236916,3.833172074
1721,c(c32)(c(c(CC=C(C)C)c(O)c3CC=C(C)C)O)C(C(C(O2)c(c1O)ccc(O)c1)O)=O,4.2037,0.440898356,3.97340924
1722,C(O)(C2c(c3O)ccc(O)c3)C(c(c1O)c(O2)c(CC(C(C)=C)CC=C(C)C)c(c1)O)=O,4.2774,0.424349582,4.229074145
1723,C(=C(C)C)Cc(c1)c(OC)c(cc(CCC(c(c(O)2)c(O)cc(O)c2CC=C(C)C)=O)1)O,5.3505,0.309246741,3.076619166
1724,c(c2O)(c(OC)cc(c2CC=C(CCC=C(C)C)C)O)C(CCc(c1)cc(O)c(c1)O)=O,5.5683,0.218602433,2.895041848
1725,C(C(c(c3)ccc(c(CCC(C)(C)O)3)OC)1)C(c(c(O)2)c(c(CC=C(C)C)c(O)c2)O1)=O,5.0251,0.523041929,3.456996909
1726,Oc(c(O)1)cc(C(=O)OC(C3c(c4)cc(O)c(O)c(O)4)Cc(c(O3)2)ccc(c2)O)cc(O)1,2.5276,0.235487113,3.598116522
1727,Oc(c(O)1)cc(C(=O)OC(C3c(c4)cc(O)c(O)c(O)4)Cc(c(O3)2)ccc(c2)O)cc(O)1,2.5276,0.235487113,3.598116522
1728,Oc(c(O)1)cc(C(=O)OC(C3)C(Oc(c4)c3c(O)cc(O)4)c(c2)ccc(c2O)O)cc(O)1,2.5276,0.235487113,3.608068445
1729,Oc(c(O)1)cc(C(=O)OC(C3)C(Oc(c4)c3c(O)cc(O)4)c(c2)ccc(c2O)O)cc(O)1,2.5276,0.235487113,3.608068445
1730,Oc(c(O)1)cc(C(=O)Oc(c42)cc(cc2OC(C(C4)O)c(c3)ccc(c3O)O)O)cc(O)1,2.1765,0.180643524,3.600939249
1731,Oc(c(O)1)cc(C(=O)OC(C3)C(Oc(c4)c3c(O)cc(O)4)c(c2)ccc(c2O)O)cc(O)1,2.5276,0.235487113,3.608068445
1732,Oc(c(O)1)cc(C(=O)OC(C3)C(Oc(c4)c3c(O)cc(O)4)c(c2)ccc(c2O)O)cc(O)1,2.5276,0.235487113,3.608068445
1733,C(C3O)c(c(OC3c(c4)ccc(c4O)O)1)c(O)cc(OC(=O)c(c2)cc(O)c(O)c(O)2)c1,2.1765,0.180643524,3.575265648
1734,c(c4)c(cc(c(O)4)OC(=O)c(c3)cc(O)c(O)c(O)3)C(C(O)2)Oc(c1C2)cc(cc1O)O,2.1765,0.180643524,3.586216696
1735,c(c43)(cc(cc4O)O)OC(C(O)C3)c(c1)cc(O)c(OC(=O)c(c2)cc(O)c(O)c(O)2)c1,2.1765,0.180643524,3.59241285
1736,O(C)c(c3)ccc(c3)C(O2)=C(OC)C(=O)c(c21)c(O)c(c(c(OC(C(C)=CC)=O)1)O)OC,3.7686,0.333322283,2.901124607
1737,C(O3)(C(O)2)C(O)(C(c(c5O)c3c(C4)c(c5)OC(C(C)=C)4)=O)c(c1O2)cc(c(OC)c1)OC,1.8313,0.610889194,4.42971007
1738,O(c(c3)c(OC)cc(c3)C(O2)=C(C(=O)c(c21)c(O)cc(c1OC)O)OC(C(C)=CC)=O)C,3.7686,0.433406175,2.843424342
1739,c(C2=O)(c(OC(c(c(O)3)c(O)ccc3)C2)1)c(cc(O)c(CC(C(C)(C)O)CC=C(C)C)1)O,4.5014,0.416786103,4.049139651
1740,C(O2)(c(c3)ccc(O)c(OC)3)=C(OC)C(=O)c(c12)c(cc(c1OC)OCC=C(C)C)OC,4.545,0.507922433,2.733182372
1741,O(C)c(c31)c(O)c(CC=C(C)C)c(c1C(=O)C(=CO3)c(c2OC)cc(c(c2)OC)OC)O,4.4143,0.518158293,2.882723546
1742,O=C(c32)CC(Oc2c(CC(O)C(C)(C)O)c(O)c(c3O)CC=C(C)C)c(c1)ccc(c1)O,3.6929,0.431771315,3.867350922
1743,O(c23)C(=CC(=O)c(c(c(C(O4)C(C(C(C(C)4)=O)O)O)c(O)c3)O)2)c(c1)cc(c(c1)O)OC,1.3361,0.397571674,4.085132942
1744,c(O5)(c4OC5)cc(cc4)C(C(=O)1)=COc(c2)c(ccc2OC(C(O)3)OC(CO)C(O)C3O)1,0.3674,0.444692413,3.779403119
1745,O(c31)c(c45)c(c(O)cc(OC(C=C5)(C)C)4)C(=O)c1cc(C(C)=C)c(c32)c(=O)c(OC)cc2=O,4.7784,0.567594339,3.508648738
1746,c(c1)c(ccc1C(=C4)Oc(c3C4=O)c(c(cc3OC)O)C(C2O)OC(C)C(C2O)O)OC,1.7253,0.473666359,3.863500711
1747,c(c31)(c(O)c(OC)c(c3OC(C(C)CC)=O)OC)C(=O)C(OC)=C(c(c2)ccc(c2)O)O1,3.8485,0.412819114,3.244421842
1748,c(c1)c(ccc1C(=C4)C(c(c2O4)c(O)c(C(O3)C(C(C(C(C)3)O)O)O)c(c2)OC)=O)OC,1.7253,0.473666359,3.876591621
1749,O(C)c(c3)ccc(c3)C(O2)=C(OC)C(=O)c(c21)c(O)c(c(c1OC(CC(C)C)=O)O)OC,3.8485,0.412819114,2.756473679
1750,c(c1)c(ccc1C(C4=O)=COc(c42)c(C(C3O)OC(C)C(C3O)O)c(cc(O)2)OC)OC,1.7253,0.473666359,3.90875246
1751,Oc(c3)c(cc(c3)C(=C2)Oc(c1)c(C(=O)2)c(O)cc1OS(O)(=O)=O)OS(O)(=O)=O,1.2344,0.409448158,2.828073206
1752,c(C(=C4)Oc(c3C(=O)4)cc(cc(O)3)OC(C(O)2)OC(C(O)=O)C(O)C2O)(c(O)1)cccc1,0.1422,0.319946686,3.930366621
1753,C(C(Oc(c4)cc(c(c4O)3)OC(=CC(=O)3)c(c2)ccc(O)c2)1)(O)C(O)C(C(C(O)=O)O1)O,0.1422,0.319946686,3.874404558
1754,C(C(C(O)=O)4)(O)C(C(C(O4)Oc(c1O)cc(O2)c(C(=O)C=C(c(c3)cccc3)2)c1O)O)O,0.1422,0.299297442,3.892785327
1755,Oc(c3)ccc(c3)C(O1)=C(OS(O)(=O)=O)C(=O)c(c(O)2)c(cc(c2)OS(O)(=O)=O)1,1.2344,0.409448158,2.807057229
1756,C(C(Oc(c4)ccc(c4)C(=C2)Oc(c3)c(c(cc(O)3)O)C(=O)2)1)(O)C(O)C(C(C(O)=O)O1)O,0.1422,0.319946686,3.851685851
1757,C(C(C(O)=O)4)(O)C(C(C(O4)Oc(c(O)1)c(O)cc(O2)c(C(=O)C=C(c(c3)cccc3)2)1)O)O,0.1422,0.319946686,3.914128858
1758,C(C(Oc(c4)cc(c(c4O)3)OC(=CC(=O)3)c(c2)ccc(O)c2)1)(O)C(O)C(C(C(O)=O)O1)O,0.1422,0.319946686,3.874404558
1759,C(C(C(O)=O)4)(O)C(C(C(O4)Oc(c(O)1)cc(O)c(C(=O)3)c1OC(=C3)c(c2)cccc2)O)O,0.1422,0.299297442,3.923265746
1760,C(C(C(O)=O)4)(O)C(C(C(O4)Oc(c12)c(cc(O)c(C(=O)C=C(c(c3)cccc3)O2)1)O)O)O,0.1422,0.319946686,3.917522739
1761,c(c1O)(cc(C(O2)=CC(=O)c(c3)c2cc(O[C@@H]([C@@H](O)4)OC(CO)[C@H](O)[C@@H]4O)c3)cc1)OC,0.3529,0.370156193,3.714563387
1762,C(=C3)(c(c4O)cccc4)Oc(c(C(=O)3)1)cc(OC)cc(OC(C(O)2)OC(CO)C(C2O)O)1,0.3529,0.370156193,3.821671944
1763,c(c1C(O2)=CC(=O)c(c3O)c2cc(c([C@@H]([C@@H](O)4)OC([C@@H]([C@@H]4O)O)CO)3)O)cc(OC)cc1,0.3947,0.32954386,3.863846865
1764,O[C@@H]([C@H]1O)[C@H](Oc(c2)c(C(=C4)Oc(c3)c(C4=O)c(cc3OC)O)ccc2)OC(CO)[C@@H]1O,0.3529,0.370156193,3.785653275
1765,C(C1O)(C(C(OC1Oc(c4)cc(c(c4O)3)OC(=CC3=O)c(c2)ccc(OC)c2)CO)O)O,0.3529,0.370156193,3.731367017
1766,c(c1)c(ccc(C(=C2)Oc(c(C(O4)C(O)C(C(C4CO)O)O)3)c(c(O)cc(O)3)C2=O)1)OC,0.3947,0.32954386,3.875090572
1767,C(C1O)(C(C(OC1Oc(c4)cc(c(c4O)3)OC(=CC3=O)c(c2)ccc(OC)c2)CO)O)O,0.3529,0.370156193,3.731367017
1768,c(c3)(cc(O1)c(c3OC(O4)C(C(C(O)C4C)O)O)C(C(C)=C(c(c2)ccc(c2O)O)1)=O)O,1.09152,0.320148485,4.037224747
1769,c(c4O)(cc(cc4)C(O3)=CC(c(c23)c(cc(c2)OC(C1O)OC(C(O)C1O)C)O)=O)OC,1.0861,0.392519167,3.867668718
1770,[C@@H](C(O)4)(O[C@H](CO)[C@H](O)C4O)Oc(c1)ccc(C(O3)=CC(c(c23)c(cc(c2)OC)O)=O)c1,0.3529,0.370156193,3.733153016
1771,O(C4CO)[C@H]([C@@H](O)[C@H]([C@H]4O)O)c(c(O)3)c(cc(c13)OC(c(c2)ccc(c2)O)=CC(=O)1)OC,0.3947,0.32954386,3.908282005
1772,O(c(c32)cc(OC)cc2OC(c(c4)ccc(c4)O)=CC3=O)[C@@H]([C@@H](O)1)OC(CO)[C@@H]([C@@H]1O)O,0.3529,0.370156193,3.766338668
1773,O([C@@H]1Oc(c(O)2)ccc(C(O4)=CC(c(c34)c(cc(c3)OC)O)=O)c2)C([C@@H](O)[C@H]([C@@H]1O)O)C,1.0861,0.392519167,3.884597215
1774,COc(c3O[C@@H]([C@@H](O)4)OC(CO)[C@@H]([C@@H]4O)O)c(O)c(C(=O)2)c(c3)OC(=C2)c(c1)cccc1,0.3529,0.370156193,3.806256041
1775,O[C@@H]([C@H]1O)[C@H](O)[C@H](c(c42)c(cc(O)c(C(C=C(O4)c(c3)ccc(c3)O)=O)2)OC)OC1CO,0.3947,0.32954386,3.927775187
1776,O(C)c(c(O)3)c(c(cc3OC(C(O)4)OC(CO)C(C4O)O)2)C(=O)C=C(O2)c(c1)cccc1,0.3529,0.370156193,3.834629766
1777,OC(C1O)C(Oc(c4O)c(OC)cc(c34)OC(=CC(=O)3)c(c2)cccc2)OC(CO)C1O,0.3529,0.370156193,3.777337804
1778,[C@@H](Oc(c24)cc(c(c2OC(=CC(=O)4)c(c3)cccc3)OC)O)([C@@H](O)1)OC(CO)[C@@H]([C@@H]1O)O,0.3529,0.370156193,3.862978599
1779,COc(c3OC(O4)C(C(C(O)C4C)O)O)c(O)c(C(=O)1)c(c3)OC(c(c2)ccc(c2)O)=C1,1.0861,0.392519167,3.908540047
1780,c(C(=O)3)(c(O)2)c(OC(c(c4)cccc4)=C3)c(c(c2)O[C@@H]([C@@H](O)1)OC(CO)[C@@H]([C@@H]1O)O)OC,0.3529,0.370156193,3.827860708
1781,C(C1O)(C(C(OC1Oc(c2)cc(O3)c(C(=O)C(=C(c(c4)cccc4)3)OC)c(O)2)CO)O)O,0.3529,0.370156193,3.764723802
1782,O(C)c(c1)ccc(C(O2)=C(O)C(=O)c(c3)c2cc(OC(O4)C(C(C(O)C4C)O)O)c3O)c1,1.0861,0.392519167,3.813663998
1783,OC(C1OC(C(=O)3)=C(Oc(c4)c3c(cc4O)O)c(c2)ccc(OC)c2)C(C(O)C(C)O1)O,1.0861,0.392519167,3.805615921
1784,O[C@H]([C@H]1OC(C(=O)4)=C(Oc(c43)cc(cc3O)OC)c(c2)ccc(c2)O)[C@@H]([C@H](O)C(C)O1)O,1.0861,0.392519167,3.830140921
1785,Oc(c3)c(C2=O)c(cc3OC(C4O)OC(C(O)C4O)C)OC(=C2OC)c(c1)ccc(c1)O,1.0861,0.392519167,3.866535851
1786,c(c(OC)3)c(O)c(c(c3OC(C)=O)2)C(=O)C(OC)=C(O2)c(c1)c(c(OC)c(c1)OC)OC,3.1339,0.427599603,2.713338931
1787,[C@@H](Oc(c4)ccc(c43)C(C(=CO3)c(c2)ccc(c2O)OC)=O)([C@@H](O)1)OC(CO)[C@H](O)[C@@H]1O,0.3529,0.370156193,3.747688366
1788,O(C4CO)C(C(O)C(C4O)O)c(c21)c(ccc(C(=O)C(c(c3)cc(c(c3)O)OC)=CO2)1)O,0.3947,0.32954386,3.924190921
1789,C(C(c(c4)ccc(c4)OC)=1)(c(c2)c(cc(O[C@@H]([C@@H](O)3)OC(CO)[C@@H]([C@@H]3O)O)c2O)OC1)=O,0.3529,0.370156193,3.743960794
1790,O[C@@H]([C@H]1O)[C@H](Oc(c(O)2)ccc(C3=O)c(OC=C3c(c4)ccc(c4)OC)2)OC(CO)[C@@H]1O,0.3529,0.370156193,3.769429939
1791,[C@@H](Oc(c4)ccc(c43)C(C(=CO3)c(c2)ccc(c2O)OC)=O)([C@@H](O)1)OC(CO)[C@H](O)[C@@H]1O,0.3529,0.370156193,3.747688366
1792,[C@H]([C@@H]1O)([C@H](C(O[C@H]1Oc(c2)cc(c(C3=O)c(OC=C(c(c4)ccc(c4)OC)3)2)O)CO)O)O,0.3529,0.370156193,3.759011097
1793,OC(C1O)C(Oc(c2)c(cc(C3=O)c2OC=C3c(c4)ccc(c4)O)OC)OC(CO)C1O,0.3529,0.370156193,3.727132272
1794,C(C1O)(C(C(OC1Oc(c2)cc(OC)c(C3=O)c(OC=C(c(c4)ccc(c4)O)3)2)CO)O)O,0.3529,0.370156193,3.805073672
1795,O[C@@H]([C@H]4O)[C@H](O)[C@@H](OC4CO)c(c12)c(cc(O)c1C(C(c(c3)ccc(c3)O)=CO2)=O)OC,0.3947,0.32954386,3.97637204
1796,c(c43)(c(cc(c4)OC)O)C(C(=CO3)c(c2)ccc(c2)O[C@@H](C(O)1)O[C@H](CO)[C@H](O)C1O)=O,0.3529,0.370156193,3.760797095
1797,[C@@H](Oc(c32)cc(OC)cc(OC=C(c(c4)ccc(c4)O)C3=O)2)([C@@H](O)1)OC(CO)[C@@H]([C@@H]1O)O,0.3529,0.370156193,3.80162458
1798,c(c1)c(O[C@@H]([C@@H](O)6)OC(CO)[C@H](O)[C@@H]6O)cc(O5)c(C(O2)C(C5)c(c4)c2cc(c43)OCO3)1,0.2037,0.517748371,4.26891945
1799,c(c43)(c(cc(c4)OC)O)C(C(=CO3)c(c2)ccc(c2)O[C@@H](C(O)1)O[C@H](CO)[C@H](O)C1O)=O,0.3529,0.370156193,3.760797095
1800,c(c2)(ccc(C([H])34)c2OCC3([H])c(c5)c(cc(O6)c5OC6)O4)OC(C(O)1)OC(CO)C(O)C1O,0.2037,0.517748371,4.26891945
1801,c(c2)(ccc(C([H])34)c2OCC3([H])c(c5)c(cc(O6)c5OC6)O4)OC(C(O)1)OC(CO)C(O)C1O,0.2037,0.517748371,4.26891945
1802,c(c(O[C@@H]([C@@H](O)4)OC(CO)[C@@H]([C@@H]4O)O)1)c(OC)cc(O3)c1C(=CC(=O)3)c(c2)ccc(c2)O,0.3529,0.346266446,3.753237717
1803,C(c(c4)cccc4)CC(=O)c(c3O)c(o1)c(c(c3)OC)cc1c(c2)c(ccc(C(=O)OC)2)O,5.1217,0.299660277,2.564207795
1804,c(c(OC)3)c(OC(O4)C(C(C(O)C4C)O)O)c(C2=O)c(c3OC)OC(C2)c(c1)cccc1,1.6166,0.628399547,3.969638545
1805,C(C(C(O)=O)1)(O)C(C(C(Oc(c2)c(cc(c(c4)[o+1]c(c(c4)3)cc(cc3O)O)c2)O)O1)O)O,0.7687,0.279796248,4.309378334
1806,O(c(c1)c(O)ccc1c([o+1]3)c(cc(c(O)4)c3cc(O)c4)OC(O2)C(C(C(O)C2C)O)O)C,1.7126,0.324955894,4.193138299
1807,c(c24)(c(c(cc4)O)OC(C(O)3)OC(CO)C(O)C3O)oc(c(=O)2)=Cc(c1)ccc(c1O)O,-0.4017,0.238218941,4.074113299
1808,c(c1O)c(C=c(c(=O)2)oc(c3O)c2ccc3OC(O4)C(O)C(O)C(O)C4CO)ccc1O,-0.4017,0.238218941,4.018975711
1809,C(C1Oc(c(=O)2)c(C(=O)C=Cc(c3)ccc(O)c3)c(cc2O)=O)(O)C(O)C(O)C(O1)CO,-1.3612,0.171075264,4.223317055
1810,C(C(C(O)=O)4)(O)C(C(C(O4)Oc(c1O)cc(O2)c(C(=O)CC(c(c3)cccc3)2)c1O)O)O,0.0753,0.348142758,4.091095567
1811,c(c1O)c(C=c(c(=O)2)oc(c3)c2c(cc(OC(O4)C(O)C(O)C(O)C4CO)3)O)ccc1O,-0.4017,0.238218941,4.029615222
1812,C(C1Oc(c32)cc(O)cc2oc(=Cc(c4)ccc(c4O)O)c3=O)(O)C(O)C(O)C(O1)CO,-0.4017,0.238218941,4.06474669
1813,C(C(C(O)=O)4)(O)C(C(C(O4)Oc(c(O)1)cc(O)c(C(=O)3)c1OC(C3)c(c2)cccc2)O)O,0.0753,0.348142758,4.144680182
1814,c(C(=C4)Oc(c3C(=O)4)cc(cc3)O[C@H](O2)[C@@H](O)[C@@H](O)[C@@H](O)C2CO)(c1)cc(O)c(O)c(O)1,-0.2445,0.260645218,3.915356131
1815,c(c1OC(O4)C(O)C(O)C(O)C4CO)ccc(O)c1C(=C2)Oc(c3)c(c(cc(O)3)O)C(=O)2,-0.2445,0.278627752,4.026490397
1816,c(c1)c(C(=C4)Oc(c3)c(C(=O)4)c(c(c(O)3)C(C(O)2)OC(CO)C(O)C2O)O)cc(c(O)1)O,-0.2027,0.246554706,4.060414667
1817,c(c1)c(C(=C4)Oc(c3)c(C(=O)4)c(c(c(O)3)C(C(O)2)OC(CO)C(O)C2O)O)cc(c(O)1)O,-0.2027,0.246554706,4.060414667
1818,C(C(O)1)(c(c(O)4)c(O2)c(c(O)c4)C(=O)C=C2c(c3)cc(c(O)c3)O)OC(CO)C(O)C1O,-0.2027,0.246554706,4.071787612
1819,[C@@H]([C@@H]1Oc(c4)c(C(=O)3)c(cc(O)4)OC(=C3)c(c2)cc(c(O)c2)O)(O)[C@@H](O)[C@@H](O)C(O1)CO,-0.2445,0.260645218,3.958180082
1820,C(C(O)1)(c(c(O)4)c(O2)c(c(O)c4)C(=O)C=C2c(c3)cc(c(O)c3)O)OC(CO)C(O)C1O,-0.2027,0.246554706,4.071787612
1821,C(C1Oc(c4)c(C(=O)3)c(cc(O)4)OC(=C3)c(c2)cc(c(O)c2)O)(O)C(O)C(O)C(O1)CO,-0.2445,0.260645218,3.958180082
1822,c(c1)c(C(=C4)Oc(c3C(=O)4)cc(cc(O)3)OC(O2)C(O)C(O)C(O)C2CO)cc(c(O)1)O,-0.2445,0.260645218,3.924195642
1823,c(c2)(C(=C3)Oc(c4)c(c(cc(O)4)O)C(=O)3)cc(c(O)c2)O[C@H](O1)[C@@H](O)[C@@H](O)[C@@H](O)C1CO,-0.2445,0.278627752,3.934090921
1824,c(c1)c(C(=C4)Oc(c3C(=O)4)cc(cc(O)3)O[C@H](O2)[C@@H](O)[C@@H](O)[C@@H](O)C2CO)cc(c(O)1)O,-0.2445,0.260645218,3.924195642
1825,[C@@H]([C@@H]1Oc(c(O)2)c(O)cc(O3)c(C(=O)C=C(c(c4)ccc(O)c4)3)2)(O)[C@@H](O)[C@@H](O)C(O1)CO,-0.2445,0.278627752,3.951046166
1826,[C@@H]([C@@H]1Oc(c2O)cc(O3)c(C(=O)C=C(c(c4)ccc(O)c4)3)c2O)(O)[C@@H](O)[C@@H](O)C(O1)CO,-0.2445,0.260645218,3.929702635
1827,c(c2)(C(=C3)Oc(c4)c(c(cc(O)4)O)C(=O)3)cc(O)c(c2)OC(O1)C(O)C(O)C(O)C1CO,-0.2445,0.278627752,3.938594068
1828,C(=O)(C=3)c(c2O)c(OC3c(c4)cc(c(O)c4)O)cc(c2O)OC(O1)C(O)C(O)C(O)C(C)1,0.4887,0.275988395,4.047602996
1829,c(c4)c(cc(c(O)4)O)C(=C3)Oc(c(C(=O)3)1)cc(c(O)c1OC(O2)C(O)C(O)C(O)C(C)2)O,0.4887,0.275988395,4.098792386
1830,C(=O)(C=1)c(c3O)c(cc(O)c3OC(O4)C(O)C(O)C(O)C(C)4)OC1c(c2)cc(c(O)c2)O,0.4887,0.275988395,4.069191856
1831,C(C1Oc(c(O)2)cc(O)c(C(=O)4)c2OC(=C4)c(c3)ccc(O)c3)(O)C(O)C(O)C(O1)CO,-0.2445,0.260645218,3.960183054
1832,c(c1)(O)c(C(=O)4)c(OC(=C4)c(c3)cc(c(O)c3)O)c(OC(O2)C(O)C(O)C(O)C(C)2)c1O,0.4887,0.275988395,4.072624747
1833,C(C(O)1)(c(c4O)c(c(c(c4O)2)C(=O)C=C(c(c3)ccc(O)c3)O2)O)OC(CO)C(O)C1O,-0.2027,0.19468633,4.096454455
1834,C([C@@H]1OC(C2=O)=C(c(c4)cc(c(O)c4)O)Oc(c3)c(ccc(O)3)2)(O)C(O)[C@@H](O)[C@H](O1)CO,-0.2445,0.260645218,3.866293544
1835,[C@@H]([C@H](O)1)(c(c2O)c(O3)c(C(C(O)=C(c(c4)cc(c(O)c4)O)3)=O)cc2)OC(CO)[C@@H](O)[C@H]1O,-0.2027,0.246554706,4.068284694
1836,c(O)(c1)ccc(C2=O)c1OC(c(c4)cc(O)c(c4)OC(O3)C(O)C(O)C(O)C3CO)=C2O,-0.2445,0.278627752,3.898358404
1837,c(c4)(cc(c(O)c4)O)C(=C3O)Oc(c(C3=O)2)cc(cc2)OC(O1)C(O)C(O)C(O)C1CO,-0.2445,0.260645218,3.866063823
1838,C(O3)(=C(OC(C(O)4)OC(CO)C(O)C4O)C(=O)c(c32)c(cc(O)c2)O)c(c1)c(O)ccc1,-0.2445,0.278627752,3.937030082
1839,c(c4)c(ccc(O)4)C(=C3O)Oc(c(C3=O)2)cc(c(c2O)C(C(O)1)OC(CO)C(O)C1O)O,-0.2027,0.263565103,4.037955251
1840,c(c4)(ccc(O)c4)C(O1)=C(C(c(c(O)2)c1c(C(C(O)3)OC(CO)C(O)C3O)c(O)c2)=O)O,-0.2027,0.263565103,4.051900078
1841,O(C(C(=O)3)=C(Oc(c4)c3c(cc(O)4)O)c(c2)ccc(O)c2)C(C(O)1)OC(CO)C(O)C1O,-0.2445,0.278627752,3.884137774
1842,O(C(C(=O)3)=C(Oc(c4)c3c(cc(O)4)O)c(c2)ccc(O)c2)[C@@H](C(O)1)O[C@H](CO)[C@H](O)C1O,-0.2445,0.278627752,3.884137774
1843,O(C(C(=O)3)=C(Oc(c4)c3c(cc(O)4)O)c(c2)ccc(O)c2)C(C(O)1)OC(CO)C(O)C1O,-0.2445,0.278627752,3.884137774
1844,[C@@H]([C@@H]1Oc(c42)cc(O)cc2OC(=C(C4=O)O)c(c3)ccc(O)c3)(O)[C@@H](O)[C@@H](O)C(O1)CO,-0.2445,0.278627752,3.935733579
1845,O(C(C(=O)3)=C(Oc(c4)c3c(cc(O)4)O)c(c2)ccc(O)c2)C(C(O)1)OC(CO)C(O)C1O,-0.2445,0.278627752,3.884137774
1846,O(C(C(=O)3)=C(Oc(c4)c3c(cc(O)4)O)c(c2)ccc(O)c2)C(C(O)1)OC(CO)C(O)C1O,-0.2445,0.278627752,3.884137774
