SMILES,logp,qed
CC(C)=CC(C4=2)Oc(c1)c(C2Oc(c(C4=O)3)cc(OC)c(CC=C(C)C)c3O)ccc(O)1,5.7882,0.505511116
c(c1)(O4)c(C(=O)C(=C34)C(C=C(C)C)Oc(c23)cc(OC)cc2)c(c(c1O)C=CC(C)C)O,5.9487,0.49347739
c(c2)(C4=O)c(OC(=C4OC)c(c3)ccc(O)c(O)3)c(CC=C(C)C)c(c21)OC(C=C1)(C)C,5.5727,0.412031572
c(c52)c(O1)c(cc2C(=O)C(=CO5)c(c3OC)ccc(O4)c3C=CC4(C)C)CC(O)C1(C)C,4.7272,0.628482261
c(c4)(c(O)cc(OC)c4)C(C3=O)=COc(c23)c(CC=C(C)C)c(c(c2O)1)OC(C=C1)(C)C,5.5727,0.521805117
c(c1)(ccc(C(C4=O)=C(O)c(c(O4)3)c(OC)c(CC=C(C)C)c(c23)OC(C=C2)(C)C)c1)O,5.5727,0.412031572
C(c41)=CC(Oc1c(CC=C(C)C)c(O2)c(c4OC)C(=C(c(c3)ccc(c3)O)C(=O)2)O)(C)C,5.5727,0.412031572
C(O)C(C1O)(COC(OC(C(=O)3)C(Oc(c4)c3c(cc(O)4)O)c(c2)cc(c(O)c2)O)1)O,-0.3488,0.310601311
C(O1)(Oc(c(c(c4)cc(O)c(O)c(O)4)3)cc(c2[o+1]3)c(cc(O)c2)O)C(O)C(C(O)C1)O,0.7267,0.213558212
C(C(=O)2)(OC(O4)C(O)C(C(O)C4)O)C(Oc(c3)c2c(cc(O)3)O)c(c1)cc(c(O)c1)O,-0.3504,0.311766006
C(C(=O)2)(OC(O4)C(O)C(C(O)C4)O)C(Oc(c3)c2c(cc(O)3)O)c(c1)cc(c(O)c1)O,-0.3504,0.311766006
C(C(=O)2)(OC(O4)C(O)C(C(O)C4)O)C(Oc(c3)c2c(cc(O)3)O)c(c1)cc(c(O)c1)O,-0.3504,0.311766006
C(C(=O)2)(OC(O4)C(O)C(C(O)C4)O)C(Oc(c3)c2c(cc(O)3)O)c(c1)cc(c(O)c1)O,-0.3504,0.311766006
C(C(=O)2)(OC(O4)C(O)C(C(O)C4)O)C(Oc(c3)c2c(cc(O)3)O)c(c1)cc(c(O)c1)O,-0.3504,0.311766006
O(C(C(=O)3)C(Oc(c4)c3c(cc(O)4)O)c(c2)cc(c(O)c2)O)C(C(O)1)OC(CO)C1O,-0.3504,0.310556761
c(c5)c(ccc5O)C(c41)CC(=O)Oc(cc(O)c(c34)CC(C(O3)c(c2)cc(c(O)c2)O)O)1,2.9871,0.234950879
O=C(C=Cc(c4)cccc4)OC(C2)C(c(c3)cc(c(c(O)3)O)O)Oc(c21)cc(cc(O)1)O,3.516,0.238070741
Oc(c3)ccc(c3)CCC(=O)c(c1O)c(O)cc(c1C(C(O)2)OC(CO)C(O)C2O)O,-0.1606,0.282592872
C(C(=O)2)(OC(O4)C(O)C(C(O)C4)O)C(Oc(c3)c2c(cc(O)3)O)c(c1)cc(c(O)c1)O,-0.3504,0.311766006
Oc(c1)ccc(CC(O)C(c(c2)c(O)c([C@@H]([C@@H](O)3)OC(CO)[C@H](O)[C@@H]3O)c(c2)O)=O)c1,-0.8954,0.263710105
c(C(C(Cc(c3)ccc(O)c3)OC(O2)C(O)C(O)C(O)C2CO)=O)(c1)c(O)cc(O)c1,-0.5861,0.277712246
Oc(c1)ccc(C(CC(c(c2)c(O)c([C@@H]([C@@H](O)3)OC(CO)[C@H](O)[C@@H]3O)c(c2)O)=O)O)c1,-0.3753,0.277362663
C(C1Oc(c2)c(C(=O)CCc(c3)ccc(O)c3)c(cc(O)2)O)(O)C(O)C(O)C(O1)CO,-0.2024,0.287563808
Oc(c3)ccc(c3)CCC(c(c2O)c(cc(c2)O[C@H](O1)[C@@H](O)[C@@H](O)[C@@H](O)C1CO)O)=O,-0.2024,0.287563808
Oc(c1)ccc(C(CC(c(c3)c(cc(O)c3)OC(O2)C(O)C(O)C(O)C2CO)=O)O)c1,-0.4171,0.282159967
C(C1OC(C3c(c4)ccc(O)c4)Cc(c2O3)c(cc(O)c2)O)(O)C(O)C(O)C(O1)CO,-0.3353,0.33665342
C([C@@H]1OC(C3c(c4)ccc(O)c4)Cc(c2O3)c(cc(O)c2)O)(O)C(O)[C@@H](O)[C@H](O1)CO,-0.3353,0.33665342
c(c(O)4)c(O)c(c(c4)2)CC(C(c(c3)cc(c(O)c3)O)O2)OC(O1)C(O)C(O)C(O)C(C)1,0.3979,0.334301295
C(C1Oc(c4)c(c(cc(O)4)3)CC(C(O3)c(c2)ccc(O)c2)O)(O)C(O)C(O)C(O1)CO,-0.6864,0.325706563
Oc(c1)ccc(C(O4)C(O)Cc(c24)c(cc(OC(O3)C(O)C(O)C(O)C3CO)c2)O)c1,-0.6864,0.325706563
c(c(O)4)c(c(c(c4)3)CC(C(O3)c(c1)ccc(OC(O2)C(O)C(O)C(O)C2CO)c1)O)O,-0.6864,0.325706563
c(c4)(cc(c(O)c4)O)C(O3)C(O)Cc(c13)c(cc(OC(O2)C(O)C(O)C(O)C(C)2)c1)O,0.0468,0.326306022
c(c3O)(Cc(c4)c(O)ccc(OC)4)c(OC)c(c(c32)OC(CC2=O)c(c1)cccc1)OC,4.4209,0.590628228
C([C@@H]1O[C@@H]([C@H]3c(c4)ccc(O)c4)Cc(c2O3)c(cc(O)c2)O)(O)C(O)[C@@H](O)[C@H](O1)CO,-0.3353,0.33665342
C(C)(C)=CCc(c1O)c(O)c(O)cc(C(=C2)Oc(c4)c(c(O)c(c43)C=CC(O3)(C)C)C2=O)1,4.9753,0.259694766
Oc(c1)c(O)cc(O)c1C(=C(CC=C(C)C)4)Oc(c23)c(C(=O)4)c(cc2OC(C=C3)(C)C)O,4.9753,0.259694766
c(c15)(cc(cc(O)5)O)OC(c24)=C(CC(C(C)(C)3)c(c(c(c(CC=C(C)C)c(O)4)O)O3)2)C(=O)1,4.6018,0.433316992
c(c(O)2)c(c1c(O5)c2C(=O)C(C(O)53)(CC=C(C)C)Oc(c4)c(ccc4O)3)OC(C)(C)C=C1,4.1899,0.606388144
C(c51)=CC(Oc1cc(c(c5O)4)OC(c32)(O)C(CC=C(C)C)(C4=O)Oc2cc(cc3)O)(C)C,4.1899,0.606388144
C(C(C)5)(c(c4O5)c(c3c(O)c4)OC(=C(C(=O)3)O)c(c2)cc(c(c2O)1)C=CC(O1)(C)C)(C)C,4.8195,0.501685763
C(C1(C)C)=Cc(c2)c(c(cc2C(O4)=C(O)C(=O)c(c43)c(O)cc(O)c(C(C)(C)C=C)3)O)O1,4.9302,0.429701663
c(c12)(C(O4)=C(O)C(c(c43)c(cc(c3)O)O)=O)ccc(c1OC(CCC=C(C)C)(C)C=C2)O,5.1931,0.415270878
c(O)(c54)c(c1cc(OC(C=C5)(C)C)4)C(=O)C(c(c(O)2)ccc(O3)c2CC3C(C)(C)O)=CO1,4.1298,0.554106155
c(c(O)4)(c1cc(O5)c4CC5C(C)(C)O)C(C(c(c(O)2)ccc(O3)c(C=CC(C)(C)3)2)=CO1)=O,4.1298,0.554106155
c(O)(c4)c(O)c(c(c43)oc(c32)Oc(c1C(=O)2)c(c(O)cc1O)CC=C(C)C)CC=C(C)C,5.5322,0.244748093
c(OC)(c4)ccc(c4O)C(C3)Oc(c2C(=O)3)c(C=1)c(c(c2O)CC=C(C)C)OC(C)(C)C1,5.5058,0.615309235
C(C=C(C)C)c(c(O)1)c(O3)c(C=CC3(C)C)c(OC)c1C(=O)C=Cc(c(O)2)c(O)ccc2,5.401,0.318700015
O(c(c4O)cc(cc4)C(O3)CC(=O)c(c31)c(c(C=2)c(OC(C2)(C)C)c1CC=C(C)C)O)C,5.5058,0.615309235
C(C3=O)(=C(Oc(c32)cc(OC)c(c2O)CC=C(C)C)c(c1)c(O)cc(c1)O)CC=C(C)C,5.6028,0.434849977
O(c23)C(=CC(c(c(O)c(c(O)c3)CC=C(CCC=C(C)C)C)2)=O)c(c1)cc(OC)c(c1)O,5.8206,0.40358397
O(C(C)(C)4)c(c(CC=C(C)C)1)c(C=C4)c(O)c(C(=O)2)c1OC(c(c(O)3)cccc3)C2OC,5.1221,0.647178006
Oc(c1)ccc(C(C(O)4)Oc(c3C(=O)4)c(c(c(c3OC)2)OC(C=C2)(C)C)CC=C(C)C)c1,4.771,0.671794587
CO[C@H]([C@H]3c(c4)ccc(O)c4)C(c(c(O3)1)c(c(C=2)c(OC(C)(C)C2)c(CC=C(C)C)1)O)=O,5.1221,0.647178006
c(c3O)(CC=C(C)C)c(c(C(=O)1)c(c3CC=C(C)C)OC=C(c(c2)ccc(c2O)OC)1)O,5.6028,0.434849977
COc(c54)c(c3c(CC=C(C)C)c4OC(C)(C)C=C5)C(O1)(O)CC(O3)c(c2O)c1ccc2,5.155,0.647859113
C(C)(C)(O1)CCc(c34)c(c(C2)c(c3C(=O)C(c(c5)cc(c(O)c5)OC)=CO4)OC(C)(C)C2)1,5.3814,0.581002244
O(C5(C)C)c(c(CC5)2)c(c(c(C(=O)3)c2OC=C(c(c(O)4)ccc(OC)c4)3)1)CCC(C)(C)O1,5.3814,0.581002244
CC(C)=CCc(c(O)4)cc(c(c4)OC)C(C3)C(c(c2O3)c(O)c(C=1)c(c2)OC(C)(C)C1)=O,5.1582,0.644358639
Oc(c3CC=C(C)C)ccc(c3OC)C(=C2)C(=O)c(c(O)1)c(O2)cc(c(CC=C(C)C)1)O,5.6028,0.434849977
C(C(C)4)(C)Oc(c2C(=O)4)c(c(O3)c(C=CC(C)(C)3)c2O)C(c(c1)cccc1)CC(OC)=O,4.8711,0.688790628
C(C(C)4)(C)Oc(c2C(=O)4)c(c(O3)c(C=CC(C)(C)3)c2O)C(c(c1)cccc1)CC(OC)=O,4.8711,0.688790628
Oc(c13)c(c(c(c1OC(CC3=O)c(c2)cc(c(OC)c2)CC=C(C)C)CC=C(C)C)O)C,6.13872,0.532156805
c(c1C)(O)c(CC=C(C)C)c(c(C3=O)c(OC(C3)c(c2)ccc(c(CC=C(C)C)2)OC)1)O,6.13872,0.532156805
C(C(O1)Cc(c52)c1cc(O)c2C(=O)C(c34)=C(O5)C(Oc(cc(c(c4)OC)OC)3)OC)(C)=C,4.0998,0.60848001
c(c1)c(c(c(c(O)4)cc(cc4)C(C2O)Oc(c3)c(c(O)cc3O)C2=O)cc1C(OC)=O)O,2.6399,0.388305107
C(O)(c(c54)c(c(c(O)c4C=CC(O5)(C)C)3)OC(CC3=O)c(c2)ccc(c2)O)C(O1)C1(C)C,4.1993,0.616438307
c(O)(c13)c(CC(O)C(C)=C)c(cc1OC(=CC(=O)3)c(c2)ccc(O)c2CC(O)C(C)=C)O,3.5358,0.356623502
Oc(c1C(O2)=C(C(=O)c(c4O)c(c(c(c4)3)C=CC(O3)(C)C)2)CCC(C)(C)O)cc(cc1)O,4.4645,0.474415751
c(c43)(OC(C=C4)(C)C)cc(O1)c(c3O)C(=O)C(=C1c(c2O)ccc(O)c2)CCC(C)(C)O,4.4645,0.474415751
Oc(c1)c(c(cc(C(=C4O)Oc(c(C4=O)3)c(C2(C)C)c(cc(O)3)OC2C)1)CC=C(C)C)O,4.8496,0.340722571
c(c1)(c(c(cc(C(=C(O)3)Oc(c2C(=O)3)cc(O)c(c(O)2)CC=C(C)C)1)O)O)CC=C(C)C,5.0054,0.27955262
Oc(c1)c(c(cc(C(=C3O)Oc(c(C(=O)3)2)c(c(cc(O)2)O)CC=C(C)C)1)CC=C(C)C)O,5.0054,0.27955262
c(c(O)1)c(O)c(C3=O)c(OC(=C(O)3)c(c2O)ccc(O)c2)c(CC(C(C)=C)CC=C(C)C)1,5.0791,0.339179368
Oc(c2)c(c(c(C(=C3)C(c(c(O)4)c(cc(c4CC=C(C)C)O)O3)=O)c2)1)CC(O1)C(C)(C)O,4.1599,0.451509078
c(c12)c(c(c(O)c1C(=O)C(c(c(O)3)ccc(O4)c3CC4C(C)(C)O)=CO2)CC=C(C)C)O,4.1599,0.451509078
c(c(CC=C(C)C)1)(ccc(C(=C4)C(=O)c(c(O)2)c(O4)cc(O3)c2CC3C(C)(C)O)c1O)O,4.1599,0.451509078
c(c13)c(c(c(O)c(C(=O)C(=CO3)c(c2)c(c(CC(C(C)=C)O)c(c2)O)O)1)CC=C(C)C)O,4.2706,0.363210081
c(c(CC=C(C)C)1)(ccc(C(=C3)C(=O)c(c2O3)c(c(CC(O)C(C)=C)c(O)c2)O)c1O)O,4.2706,0.363210081
c(c4)(c(c(c(c4)C(=C2)C(c(c(O)3)c(cc(c3CC=C(C)C)O)O2)=O)1)CC(O)C(C)(C)O1)O,4.1599,0.453267164
C(C(c(c2O)c(OC)cc(c(CC=C(CCC=C(C)C)C)2)O)=O)=Cc(c1)c(ccc(O)1)O,5.6489,0.174431977
c(c1O)(OC)cc(C(C=Cc(c2O)cc(cc2)O)=O)c(O)c1CC=C(CCC=C(C)C)C,5.6489,0.174431977
c(c12)c(c(c(O)c1C(=O)C(c(c4)c(O)c(C3)c(c4)OC(C)(C)C3O)=CO2)CC=C(C)C)O,4.1599,0.453267164
c(c1C(C=Cc(c2CC=C(C)C)ccc(c2O)OC)=O)(O)c(CC=C(C)C)c(cc(O)1)O,5.4311,0.248647769
c(c1C(=O)C=Cc(c2)c(CC=C(C)C)c(OC)c(c2)O)(O)c(CC=C(C)C)c(cc(O)1)O,5.4311,0.248647769
c(c(C=CC(=O)c(c2O)c(cc(c2)O)O)1)(c(O)c(c(CC=C(C)C)c1)OC)CC=C(C)C,5.4311,0.248647769
Oc(c1)c(C=CC(c(c2O)c(OC)cc(O)c(CC(C(C)=C)CC=C(C)C)2)=O)ccc(O)1,5.5048,0.233770408
c(c3)(c(c(cc3)O)C(C2)Oc(c1CC(C(C)=C)CC=C(C)C)c(C(=O)2)c(cc1OC)O)O,5.6096,0.48641219
C(C)(=C)C(Cc(c31)c(OC)cc(O)c1C(=O)CC(O3)c(c(O)2)cc(O)cc2)CC=C(C)C,5.6096,0.38408435
O(c(c3O)cc(cc3)C(O1)CC(c(c2O)c1c(c(O)c2CC=C(C)C)CC=C(C)C)=O)C,5.5359,0.512900006
c(c1)(C(C3)Oc(c(C3=O)2)cc(O)cc2O)cc(CC=C(C)C)c(OC)c1C=CC(C)(C)O,5.1057,0.542838562
c(c1C(O2)CC(=O)c(c3O)c2cc(O)c3CC=C(CCC=C(C)C)C)c(O)c(OC)cc1,5.7537,0.476193169
c(c(O)1)(C(=O)2)c(OC(c(c3OC)ccc(O)c3)C2)cc(c1CC(C(C)=C)CC=C(C)C)O,5.6096,0.48641219
c(OC)(c3)ccc(c3O)C(C2)Oc(c(C2=O)1)c(CC=C(C)C)c(c(CC=C(C)C)c(O)1)O,5.5359,0.512900006
C(c21)(=O)CC(c(c3OC)ccc(c3)O)Oc1c(c(O)cc2O)CC(C(C)=C)CC=C(C)C,5.6096,0.48641219
C(C=C(C)C)C(C(C)(C)1)Cc(c42)c(cc(O)c2C(CC(O4)c(c3OC)ccc(c3)O)=O)O1,5.4989,0.613421802
O=C(c12)CC(c(c3)c(O)cc(c(CC=C(C)C)3)O)Oc1c(CC=C(C)C)c(cc2O)OC,5.5359,0.512900006
C(C=C(C)C)c(c3O)c(O1)c(c(O)c3)C(=O)CC(c(c2)c(OC)cc(c2C(C=C)(C)C)O)1,5.4908,0.51619382
COc(c(CC=C(C)C)3)c(c(c(c3O)1)OC(c(c2)ccc(O)c2O)CC1=O)CC=C(C)C,5.5359,0.404999853
c(c1C(C2)Oc(c(CC(C(C)=C)CC=C(C)C)3)c(c(cc3O)OC)C2=O)(cc(O)cc1)O,5.6096,0.48641219
Oc(c3)c(c(c(c3)C(C2)C(=O)c(c(O)1)c(O2)cc(c(CC=C(C)C)1)O)OC)CC=C(C)C,5.1883,0.537422263
Oc(c1)ccc(C(C3O)Oc(c2)c(C3=O)c(c(c2O)CC=C(CCC=C(C)C)C)OC)c1,5.0189,0.52553841
C(c23)(C(COc2cc(c(CC=C(C)C)c(O)3)O)c(c(O)1)cc(CC=C(C)C)c(OC)c1)=O,5.1883,0.537422263
C(=CCc(c3OC)c(cc(c31)OCC(c(c2)c(c(c(c2)O)CC=C(C)C)O)C1)OC)(C)C,5.8511,0.530796484
c(c3OC)(O)cc(O1)c(c3O)C(C(=C1c(c2)cc(c(OS(O)(=O)=O)c2)OC)OC)=O,2.0786,0.481029349
c(c3OC)c(O1)c(c(c3OC)O)C(C(OS(O)(=O)=O)=C1c(c2)cc(OC)c(O)c2)=O,2.0786,0.481029349
c(c3OC)c(O1)c(c(c3OC)O)C(C(OS(O)(=O)=O)=C1c(c2)cc(O)c(OC)c2)=O,2.0786,0.481029349
c(c3OC)(O)cc(O1)c(c3O)C(C(OS(O)(=O)=O)=C1c(c2)cc(OC)c(OC)c2)=O,2.0786,0.481029349
c(c(O)5)c(c1cc5)OC(c(c4)cc(O)c(O)c(O)4)C(O3)C(c(c2O)c(C(=O)3)cc(O)c2O)1,2.4304,0.21957207
O(c12)C(c(c5)cc(c34)c(c(O)5)OC(c3cc(c(c4O)O)O)=O)C(O)Cc1c(O)cc(O)c2,2.2169,0.131655888
O(c14)COc1cc(cc4)C(O3)=C(OC)C(=O)c(c23)c(cc(c2OC)OCC=C(C)C)OC,4.5595,0.494518239
c(c32)cc(c1c2OC(c(c4)cc(OC(C(O)5)OC(CO)C(O)C5O)cc4)=CC3=O)occ1,1.3849,0.370085948
O(C5C(C)(C)O)c(c43)c(C5)c(c(c3OC(C4)C(C)(C)O)2)OC(CC2=O)c(c1)ccc(c1)O,3.2475,0.67283087
O(c(c2)c(O1)c(c(O3)c2C(=O)C(c54)(C3COc4cc(OC)c(OC)c5)O)C=CC1(C)C)C,3.1205,0.778465505
O(C1(C)C)c(c(CC(O)C(C)(C)O)2)c(c(c(C(=O)3)c2OC(c(c4)ccc(c4)O)C3)O)C=C1,3.6628,0.573230213
C(C(O4)Cc(c43)c(c1c(O)c3CC=C(C)C)OC(c(c2)cc(c(c2)O)O)CC1=O)(C)(C)O,4.093,0.417851619
C(c13)(CC(c(c4)cc(c(c4)O)O)Oc(c(c(c(c3O)2)OC(C2)C(C)(C)O)CC=C(C)C)1)=O,4.093,0.417851619
C(C(O4)Cc(c43)c(c1c(O)c3CC=C(C)C)OC(c(c2)cc(c(c2)O)O)CC1=O)(C)(C)O,4.093,0.417851619
C(c13)(CC(c(c4)cc(c(c4)O)O)Oc(c(c(c(c3O)2)OC(C2)C(C)(C)O)CC=C(C)C)1)=O,4.093,0.417851619
C(C2)(=O)c(c(O)1)c(OC2c(c3)cc(c(c3)O)O)c(CC(O)C(C)=C)c(O)c1CC=C(C)C,4.2037,0.336350687
c(c5O)c(cc(c45)OC(CC(=O)4)c(c2)c(C1)c(c(O3)c2CCC(C)(C)3)OC(C1O)(C)C)O,3.9823,0.615876601
C(C1)(C(C)(C)Oc(c(O)2)c1cc(C(O3)CC(c(c4O)c3cc(c4)O)=O)c2CC=C(C)C)O,4.093,0.531236247
c(c1O)c(c(C(O3)CC(=O)c(c32)c(c(c(O)c2)CC=C(C)CCC=C(C)C)O)c(c1)O)O,5.1563,0.392782839
CC(C)=CCCC(=CCc(c(O)1)c(O2)c(C(=O)CC(c(c3O)c(cc(c3)O)O)2)c(c1)O)C,5.1563,0.392782839
c(c(CC=C(C)C)3)(c(CC=C(C)C)c(c1c(O)3)OC(c(c2O)c(cc(c2)O)O)CC1=O)O,4.9385,0.416790109
CC(=C)C(CC=C(C)C)Cc(c1O)c(O2)c(C(=O)CC(c(c3O)c(cc(c3)O)O)2)c(c1)O,5.0122,0.399455902
CC(=C)C(CC=C(C)C)Cc(c3O)c(O)c(c(c3)2)C(CC(O2)c(c1O)c(cc(c1)O)O)=O,5.0122,0.399455902
c(c(C(C(O)3)Oc(c(C(=O)3)2)cc(c(CC=C(C)CCC=C(C)C)c2O)O)1)cc(c(c1)O)O,4.4215,0.332236916
c(c32)(c(c(CC=C(C)C)c(O)c3CC=C(C)C)O)C(C(C(O2)c(c1O)ccc(O)c1)O)=O,4.2037,0.440898356
C(O)(C2c(c3O)ccc(O)c3)C(c(c1O)c(O2)c(CC(C(C)=C)CC=C(C)C)c(c1)O)=O,4.2774,0.424349582
C(=C(C)C)Cc(c1)c(OC)c(cc(CCC(c(c(O)2)c(O)cc(O)c2CC=C(C)C)=O)1)O,5.3505,0.309246741
c(c2O)(c(OC)cc(c2CC=C(CCC=C(C)C)C)O)C(CCc(c1)cc(O)c(c1)O)=O,5.5683,0.218602433
C(C(c(c3)ccc(c(CCC(C)(C)O)3)OC)1)C(c(c(O)2)c(c(CC=C(C)C)c(O)c2)O1)=O,5.0251,0.523041929
Oc(c(O)1)cc(C(=O)OC(C3c(c4)cc(O)c(O)c(O)4)Cc(c(O3)2)ccc(c2)O)cc(O)1,2.5276,0.235487113
Oc(c(O)1)cc(C(=O)OC(C3c(c4)cc(O)c(O)c(O)4)Cc(c(O3)2)ccc(c2)O)cc(O)1,2.5276,0.235487113
Oc(c(O)1)cc(C(=O)OC(C3)C(Oc(c4)c3c(O)cc(O)4)c(c2)ccc(c2O)O)cc(O)1,2.5276,0.235487113
Oc(c(O)1)cc(C(=O)OC(C3)C(Oc(c4)c3c(O)cc(O)4)c(c2)ccc(c2O)O)cc(O)1,2.5276,0.235487113
Oc(c(O)1)cc(C(=O)Oc(c42)cc(cc2OC(C(C4)O)c(c3)ccc(c3O)O)O)cc(O)1,2.1765,0.180643524
Oc(c(O)1)cc(C(=O)OC(C3)C(Oc(c4)c3c(O)cc(O)4)c(c2)ccc(c2O)O)cc(O)1,2.5276,0.235487113
Oc(c(O)1)cc(C(=O)OC(C3)C(Oc(c4)c3c(O)cc(O)4)c(c2)ccc(c2O)O)cc(O)1,2.5276,0.235487113
C(C3O)c(c(OC3c(c4)ccc(c4O)O)1)c(O)cc(OC(=O)c(c2)cc(O)c(O)c(O)2)c1,2.1765,0.180643524
c(c4)c(cc(c(O)4)OC(=O)c(c3)cc(O)c(O)c(O)3)C(C(O)2)Oc(c1C2)cc(cc1O)O,2.1765,0.180643524
c(c43)(cc(cc4O)O)OC(C(O)C3)c(c1)cc(O)c(OC(=O)c(c2)cc(O)c(O)c(O)2)c1,2.1765,0.180643524
O(C)c(c3)ccc(c3)C(O2)=C(OC)C(=O)c(c21)c(O)c(c(c(OC(C(C)=CC)=O)1)O)OC,3.7686,0.333322283
C(O3)(C(O)2)C(O)(C(c(c5O)c3c(C4)c(c5)OC(C(C)=C)4)=O)c(c1O2)cc(c(OC)c1)OC,1.8313,0.610889194
O(c(c3)c(OC)cc(c3)C(O2)=C(C(=O)c(c21)c(O)cc(c1OC)O)OC(C(C)=CC)=O)C,3.7686,0.433406175
c(C2=O)(c(OC(c(c(O)3)c(O)ccc3)C2)1)c(cc(O)c(CC(C(C)(C)O)CC=C(C)C)1)O,4.5014,0.416786103
C(O2)(c(c3)ccc(O)c(OC)3)=C(OC)C(=O)c(c12)c(cc(c1OC)OCC=C(C)C)OC,4.545,0.507922433
O(C)c(c31)c(O)c(CC=C(C)C)c(c1C(=O)C(=CO3)c(c2OC)cc(c(c2)OC)OC)O,4.4143,0.518158293
O=C(c32)CC(Oc2c(CC(O)C(C)(C)O)c(O)c(c3O)CC=C(C)C)c(c1)ccc(c1)O,3.6929,0.431771315
O(c23)C(=CC(=O)c(c(c(C(O4)C(C(C(C(C)4)=O)O)O)c(O)c3)O)2)c(c1)cc(c(c1)O)OC,1.3361,0.397571674
c(O5)(c4OC5)cc(cc4)C(C(=O)1)=COc(c2)c(ccc2OC(C(O)3)OC(CO)C(O)C3O)1,0.3674,0.444692413
O(c31)c(c45)c(c(O)cc(OC(C=C5)(C)C)4)C(=O)c1cc(C(C)=C)c(c32)c(=O)c(OC)cc2=O,4.7784,0.567594339
c(c1)c(ccc1C(=C4)Oc(c3C4=O)c(c(cc3OC)O)C(C2O)OC(C)C(C2O)O)OC,1.7253,0.473666359
c(c31)(c(O)c(OC)c(c3OC(C(C)CC)=O)OC)C(=O)C(OC)=C(c(c2)ccc(c2)O)O1,3.8485,0.412819114
c(c1)c(ccc1C(=C4)C(c(c2O4)c(O)c(C(O3)C(C(C(C(C)3)O)O)O)c(c2)OC)=O)OC,1.7253,0.473666359
O(C)c(c3)ccc(c3)C(O2)=C(OC)C(=O)c(c21)c(O)c(c(c1OC(CC(C)C)=O)O)OC,3.8485,0.412819114
c(c1)c(ccc1C(C4=O)=COc(c42)c(C(C3O)OC(C)C(C3O)O)c(cc(O)2)OC)OC,1.7253,0.473666359
Oc(c3)c(cc(c3)C(=C2)Oc(c1)c(C(=O)2)c(O)cc1OS(O)(=O)=O)OS(O)(=O)=O,1.2344,0.409448158
c(C(=C4)Oc(c3C(=O)4)cc(cc(O)3)OC(C(O)2)OC(C(O)=O)C(O)C2O)(c(O)1)cccc1,0.1422,0.319946686
C(C(Oc(c4)cc(c(c4O)3)OC(=CC(=O)3)c(c2)ccc(O)c2)1)(O)C(O)C(C(C(O)=O)O1)O,0.1422,0.319946686
C(C(C(O)=O)4)(O)C(C(C(O4)Oc(c1O)cc(O2)c(C(=O)C=C(c(c3)cccc3)2)c1O)O)O,0.1422,0.299297442
Oc(c3)ccc(c3)C(O1)=C(OS(O)(=O)=O)C(=O)c(c(O)2)c(cc(c2)OS(O)(=O)=O)1,1.2344,0.409448158
C(C(Oc(c4)ccc(c4)C(=C2)Oc(c3)c(c(cc(O)3)O)C(=O)2)1)(O)C(O)C(C(C(O)=O)O1)O,0.1422,0.319946686
C(C(C(O)=O)4)(O)C(C(C(O4)Oc(c(O)1)c(O)cc(O2)c(C(=O)C=C(c(c3)cccc3)2)1)O)O,0.1422,0.319946686
C(C(Oc(c4)cc(c(c4O)3)OC(=CC(=O)3)c(c2)ccc(O)c2)1)(O)C(O)C(C(C(O)=O)O1)O,0.1422,0.319946686
C(C(C(O)=O)4)(O)C(C(C(O4)Oc(c(O)1)cc(O)c(C(=O)3)c1OC(=C3)c(c2)cccc2)O)O,0.1422,0.299297442
C(C(C(O)=O)4)(O)C(C(C(O4)Oc(c12)c(cc(O)c(C(=O)C=C(c(c3)cccc3)O2)1)O)O)O,0.1422,0.319946686
c(c1O)(cc(C(O2)=CC(=O)c(c3)c2cc(O[C@@H]([C@@H](O)4)OC(CO)[C@H](O)[C@@H]4O)c3)cc1)OC,0.3529,0.370156193
C(=C3)(c(c4O)cccc4)Oc(c(C(=O)3)1)cc(OC)cc(OC(C(O)2)OC(CO)C(C2O)O)1,0.3529,0.370156193
c(c1C(O2)=CC(=O)c(c3O)c2cc(c([C@@H]([C@@H](O)4)OC([C@@H]([C@@H]4O)O)CO)3)O)cc(OC)cc1,0.3947,0.32954386
O[C@@H]([C@H]1O)[C@H](Oc(c2)c(C(=C4)Oc(c3)c(C4=O)c(cc3OC)O)ccc2)OC(CO)[C@@H]1O,0.3529,0.370156193
C(C1O)(C(C(OC1Oc(c4)cc(c(c4O)3)OC(=CC3=O)c(c2)ccc(OC)c2)CO)O)O,0.3529,0.370156193
c(c1)c(ccc(C(=C2)Oc(c(C(O4)C(O)C(C(C4CO)O)O)3)c(c(O)cc(O)3)C2=O)1)OC,0.3947,0.32954386
C(C1O)(C(C(OC1Oc(c4)cc(c(c4O)3)OC(=CC3=O)c(c2)ccc(OC)c2)CO)O)O,0.3529,0.370156193
c(c3)(cc(O1)c(c3OC(O4)C(C(C(O)C4C)O)O)C(C(C)=C(c(c2)ccc(c2O)O)1)=O)O,1.09152,0.320148485
c(c4O)(cc(cc4)C(O3)=CC(c(c23)c(cc(c2)OC(C1O)OC(C(O)C1O)C)O)=O)OC,1.0861,0.392519167
