SMILES,logp,qed
C(C(C(O)2)OC(Oc(c3)cc(O4)c(C(C(C4c(c5)ccc(c5)OC)O)=O)c3)C(C2O)O)OC(O1)C(O)C(C(O)C1)O,-1.9855,0.188998331
C(C4([H])c(c5)ccc(c5)O)C(=O)c(c3O)c(O4)cc(c3)OC(C1OC(O2)C(C(O)C(O)C(C)2)O)OC(CO)C(C1O)O,-1.1652,0.201696219
[C@H]([C@@H](O)4)(CO)O[C@@H](C(O)C(O)4)Oc(c1)ccc(C=CC(c(c(O)2)ccc(O[C@@H]([C@H]3O)OC([C@H](O)[C@@H]3O)CO)c2)=O)c1,-2.3543,0.111541643
Oc(c1)cc(c(C(C=Cc(c4)ccc(O)c4)=O)c1OC(C(O)2)OC(CO)C(OC(O3)C(O)C(O)C(O)C(C)3)C2O)O,-1.27,0.130806627
c(c5)(ccc(O)c(O)5)c([o+1]3)c(OC(O4)C(C(O)C(O)C4)O)cc(c31)c(OC(O2)C(C(C(O)C2CO)O)O)cc(c1)O,-1.5058,0.117388093
Oc(c(O)1)ccc(c(c3OC(C4OC(C5O)OCC(C5O)O)OC(C(C4O)O)CO)[o+1]c(c2c3)cc(O)cc2O)c1,-1.1547,0.121806514
c(c5O)(ccc(c5)C(O1)=CC(=O)c(c(O)2)c(cc(O)c2C(C4O)OC(C(C(O)4)O)COC(c(c3)ccc(OC)c3)=O)1)O,1.6706,0.127312135
c(c1)(c(O)ccc(C(=O)OC(C2c(c(O)5)c(O3)c(c(c5)O)C(=O)C=C3c(c4)ccc(c4)O)C(C(O)C(CO)O2)O)1)OC,1.6706,0.161230663
c(O)(c2OC(C(O)4)OC(C(C(O)4)OC(O3)C(C(C3CO)O)O)CO)c(c(cc2)C(C=Cc(c1)ccc(c1O)O)=O)O,-1.9529,0.087525688
c(c(O)5)(O)cc(cc5)C(C4)Oc(c1)c(C(=O)4)c(O)cc(OC(C(O)2)OC(COC(C(O)3)OC(CO)C3O)C(O)C2O)1,-1.8481,0.162708343
Oc(c(O)1)ccc(c(c3OC(C4OC(C5O)OCC(C5O)O)OC(C(C4O)O)CO)[o+1]c(c2c3)cc(O)cc2O)c1,-1.1547,0.121806514
Oc(c5)cc(O1)c(c5O)C[C@H](O[C@@H]([C@@H](OC(C=Cc(c4)cccc4)=O)3)OC(CO)[C@@H]([C@H](O)3)O)[C@H]1c(c2)ccc(O)c(O)2,1.6346,0.121045641
O(c52)C(CC(CC(O)CCc(c6)ccc(c6)O)c2c(c(c(c5)OC)4)OC(CC(=O)4)c(c3)ccc(c3)O)c(c1)ccc(O)c1,6.5097,0.185314419
c(O)(c1)ccc(C(C=CCC(O)CCc(c5)ccc(c5)O)c(c42)c(O)cc(OC)c(C(=O)CC(O4)c(c3)ccc(O)c3)2)c1,6.296,0.137562787
c(O)(c1)ccc(C(C=CCC(O)CCc(c5)ccc(c5)O)c(c42)c(O)cc(OC)c(C(=O)CC(O4)c(c3)ccc(O)c3)2)c1,6.296,0.137562787
c(c6)(ccc(O)c6)C(C2)Oc(c(C(C3)CC(CCc(c5)ccc(c5)O)OC3c(c4)ccc(O)c4)1)c(C2=O)c(cc1O)OC,6.8608,0.186232889
O(c52)C(CC(CC(O)CCc(c6)ccc(c6)O)c2c(c(c(c5)OC)4)OC(CC(=O)4)c(c3)ccc(c3)O)c(c1)ccc(O)c1,6.5097,0.185314419
c(c6)(ccc(O)c6)C(C2)Oc(c(C(C3)CC(CCc(c5)ccc(c5)O)OC3c(c4)ccc(O)c4)1)c(C2=O)c(cc1O)OC,6.8608,0.186232889
c(O)(c1)ccc(C(C=CCC(O)CCc(c5)ccc(c5)O)c(c42)c(O)cc(OC)c(C(=O)CC(O4)c(c3)ccc(O)c3)2)c1,6.296,0.137562787
c(O)(c1)ccc(C(C=CCC(O)CCc(c5)ccc(c5)O)c(c42)c(O)cc(OC)c(C(=O)CC(O4)c(c3)ccc(O)c3)2)c1,6.296,0.137562787
c(c6)(ccc(O)c6)C(C2)Oc(c(C(C3)CC(CCc(c5)ccc(c5)O)OC3c(c4)ccc(O)c4)1)c(C2=O)c(cc1O)OC,6.8608,0.186232889
C(=Cc(c5)cccc5)C(=O)OC(C1O)C(C(OC1OC(C(c(c4)ccc(O)c(O)4)2)Cc(c(O)3)c(cc(O)c3)O2)CO)O,1.6346,0.121045641
c(c6)(ccc(O)c6)C(C2)Oc(c(C(C3)CC(CCc(c5)ccc(c5)O)OC3c(c4)ccc(O)c4)1)c(C2=O)c(cc1O)OC,6.8608,0.186232889
CC(=O)OC(C(=O)2)=C(Oc(c3)c(c(O)cc3OS(O)(=O)=O)2)c(c1)cc(OS(O)(=O)=O)c(c1)OS(O)(=O)=O,0.6357,0.208706794
Oc(c2[C@H](c(c4)ccc(O)c4)C=CCC(O)CCc(c3)ccc(O)c3)c(c(OC)cc2O)C(=O)C=Cc(c1)ccc(c1)O,6.1912,0.065817671
c(c31)c(cc(O)c(C(=O)C(OC(O5)C(C(O)C(O)C5C)OC(c(c4)ccc(c4)O)=O)=C(O3)c(c2)cc(c(c(O)2)O)O)1)O,1.7646,0.12326806
c(c1)(O)cc(c(C(=O)3)c1OC(=C(OC(C(O)4)OC(COC(=O)c(c5)ccc(O)c5)C(O)C4O)3)c(c2)ccc(c2O)O)O,1.0314,0.116736531
C(C(c(c(O)5)c(O3)c(c(c5)O)C(=O)C=C3c(c4)ccc(c4)O)2)(C(O)C(O)C(CO)O2)OC(=O)c(c1)cc(O)c(O)c1O,1.0732,0.117627482
O=C(C=4)c(c(OC(c(c5)ccc(c5)O)4)3)c(c(c(O)c3)C(O1)C(C(O)C(C1COC(c(c2)cc(O)c(c(O)2)O)=O)O)O)O,1.0732,0.117627482
c(c1)(O)cc(c(C(=O)2)c1OC(c(c3)ccc(O)c(OC(O4)C(O)C(C(C(COC(Cc(c5)cccc5)=O)4)O)O)3)C2O)O,0.453,0.188267184
c(c1C=CCc(c5O)c(cc(c53)OC(c(c4)ccc(c4O)O)C(O)C3)OC(C(O)2)OC(CO)C(C(O)2)O)cc(O)cc1,0.9807,0.178060849
c(c(O)5)cc(cc5O)C(=C1OC(C(OC(c(c4)cc(O)c(O)c(O)4)=O)3)OCC(C(O)3)O)Oc(c2)c(c(O)cc2O)C1=O,1.0817,0.117065623
O(C4COC(=O)c(c5)cc(O)c(c(O)5)O)C(C(O)C(C(O)4)O)Oc(c3)cc(O1)c(c(O)3)C(=O)CC1c(c2)ccc(O)c2,0.9645,0.14852129
C(O)C(O1)[C@@H]([C@H](O)[C@H](O)[C@@H]1OCC(=C)C(O2)Cc(c63)c(ccc3C(=O)C(O)(C(O6)4)c(c5)c(cc(OC)c(OC)5)OC4)2)O,-0.3961,0.263877358
c(c1O)c(c(C(=O)2)c(OC(c(c4)ccc(O)c4O)=C2OC(O3)C(C(C(C(CO)3)OC(C)=O)OC(C)=O)OC(C)=O)c1)O,1.1735,0.147735329
C(C1=O)=C(c(c5)cc(c(O)c5)OC)Oc(c2)c1c(O)c(C(C3OC(C4O)OC(C)C(C(O)4)O)OC(C)C(C3O)=O)c2O,0.1879,0.210586956
C(O)(=O)CC(C)(O)CC(=O)OCC(C(O)1)OC(Oc(c(C)2)c(C)c(O)c(C3=O)c(OC(c(c4)cccc4)=C3)2)C(O)C1O,1.12784,0.193677968
C(C(=O)4)(OC(C5O)OC(C)C(C(O)5)O)C(OC(C)C4O)c(c(O)3)c(O)cc(c32)OC(=CC(=O)2)c(c1)ccc(c1O)OC,0.1879,0.210586956
c(c1C(C4)Oc(c2C4=O)c(C)c(OC(C(O)3)OC(C(O)C3O)COC(=O)CC(C)(O)CC(O)=O)c(C)c(O)2)cccc1,1.06094,0.226028723
C(O)C(O1)[C@@H]([C@H](O)[C@H](O)[C@@H]1OCC(=C)C(O2)Cc(c36)c(ccc3C(C(C(O6)4)(c(c5)c(cc(OC)c(OC)5)OC4)O)O)2)O,-0.5454,0.22603965
[C@H](O6)([C@@H](O)[C@@H](O)[C@H](C6CO)O)OC(C(O1)Cc(c25)c1ccc(C(C(C(O5)3)c(c4)c(cc(OC)c4OC)OC3)=O)2)(CO)C,-0.3053,0.283528262
C(CCc(c5)cccc5)(c(c(OC)1)c(c(Cc(c(O)3)cc(Cc(c4)c(ccc4)O)cc3)c(c1Cc(c2)c(ccc2)O)O)O)=O,6.8111,0.106961798
c(c5)ccc(c5O)Cc(c2O)c(O)c(c(OC)c(Cc(c3)c(ccc3Cc(c4)c(O)ccc4)O)2)C(CCc(c1)cccc1)=O,6.8111,0.106961798
OC(C1O)C(O)C(OC(C(=O)2)=C(c(c4)ccc(c4)O)Oc(c3)c2c(O)cc(O)3)OC1COC(=O)CC(CC(O)=O)(C)O,-0.0778,0.151255055
O(C(=C(c(c4)cc(c(O)c4OC)OC)2)C(=O)c(c3O)c(cc(c3)O)O2)C(C1OC(C)=O)OC(C(C1OC(C)=O)O)CO,0.9143,0.229479436
c(c1OC(O5)C(C(C(O)C5C(O)=O)O)O)c(O)c(C4=O)c(OC(=C4)c(c3)ccc(c3)OC(O2)C(O)C(C(C(C)2)O)O)c1,-1.3571,0.164725291
c(c3)(c(c(O)cc3O[C@@H]([C@@H](O)4)OC([C@H](O)[C@H](O)4)COC(=O)CC(CC(O)=O)(C)O)2)OC(=CC(=O)2)c(c1)cc(c(c1)O)O,-0.0778,0.119435122
c(c5O)c(cc(c45)OC(=CC4=O)c(c3)ccc(c3)O)OC(O1)C(OC(C2O)OC(C)C(C2O)O)C(C(C1C(O)=O)O)O,-1.006,0.170906271
c(c1)c(c(O)cc1C(=C5)Oc(c4C(=O)5)cc(cc(O)4)OC(C(OC(O3)C(C(CO)(OC(C)=O)C3)O)2)OCC(O)C(O)2)O,-0.5697,0.134375726
c(c1)(ccc(C(=C2)Oc(c3)c(c(c(c3OC(O4)C(C(O)C(C4COC(=O)CC(CC(O)=O)(C)O)O)O)O)O)C2=O)c1)O,-0.0778,0.119435122
c(c5)c(C1=O)c(cc5O)OC(c(c4)ccc(c4)OC(C2OC(O3)C(O)C(OC(C)=O)(C3)CO)OC(CO)C(O)C(O)2)C1,-0.6869,0.209735395
OC(C1Oc(c2)cc(c(C(=O)3)c2OC(c(c5)ccc(c5)OC)=C3OC(C4O)OC(C)C(C4O)O)O)C(C(C(O1)C)O)O,-0.4132,0.193579633
OC(C(O)1)C(C(OC1Oc(c2)ccc(C(O5)CC(c(c45)ccc(c4)OC(O3)C(O)C(C3)(OC(C)=O)CO)=O)c2)CO)O,-1.038,0.202383247
O(C1OC(=C4c(c5)cccc5)C(c(c3O)c(O4)cc(c3)OC)=O)C(COC(O2)C(C(C(O)C(C)2)O)O)C(C(C1O)O)O,-0.7953,0.178828158
C(=O)(c34)C=C(Oc3c(C(C(O)5)OC(CO)C(O)C5O)c(cc(O)4)OC)c(c2)ccc(c2)OC(O1)C(O)C(C(O)C1C)O,-1.1046,0.169878727
O[C@H]([C@@H]1c(c(OC)2)c(c(C5=O)c(OC(=C5)c(c3)ccc(O[C@H](O4)C(O)C([C@@H](O)[C@H]4C)O)c3)c2)O)[C@H]([C@H](C(O1)CO)O)O,-1.1046,0.169878727
OC(C1c(c5O)c(O)c(C(=O)3)c(c5)OC(c(c4)ccc(OC)c4)=C3)C(OC(C2O)OC(C)C(O)C2O)C(C(O1)CO)O,-0.7535,0.176110157
O(C5CO)C(C(O)C(C5O)OC(O4)C(C(O)C(C4C)O)O)c(c31)c(O)cc(O)c1C(C=C(O3)c(c2)ccc(OC)c2)=O,-0.7535,0.176110157
OC(C5C)C(C(O)C(O5)Oc(c(OC)4)cc(c3c(O)4)OC(=CC(=O)3)c(c2)cccc2)OC(O1)C(C(C(O)C(CO)1)O)O,-0.7953,0.178828158
O(C(O4)C(C(C(C4COC(O5)C(O)C(O)C(C5)O)O)O)O)c(c1)cc(OC)c(C2=O)c1OC(c(c3)ccc(OC)c3)=C2,-0.8808,0.18787666
O(C)c(c1)ccc(C(=C2)Oc(c3)c(c(c(C(O5)C(C(O)C(O)C5)OC(O4)C(C(C(C(CO)4)O)O)O)c3OC)O)C2=O)c1,-0.839,0.178040185
C(O)C(O1)C(O)C(C(OC(O5)C(O)C(O)C(C(C)5)O)C(c(c(O)4)c(O2)c(c(c4)O)C(=O)C=C2c(c3)ccc(OC)c3)1)O,-0.7535,0.176110157
c(c5)c(ccc5O)C(O4)=CC(c(c34)c(c(c(c3)OC)C(C1OC(O2)C(O)C(O)C(C(C)2)O)OC(C(O)C1O)CO)O)=O,-0.7535,0.176110157
OC(C1OC(C5O)C(OC(C(O)5)CO)c(c4O)c(O)cc(c24)OC(c(c3)ccc(OC)c3)=CC2=O)C(O)C(C(O1)C)O,-0.7535,0.176110157
c(c2C(O5)=CC(c(c53)c(c(C(C4)OC(C)C(C(O)4)O)c(c3)O)O)=O)cc(c(c2)OC(O1)C(O)C(O)C(O)C(CO)1)OC,-0.3698,0.182678612
O(C)c(c1)ccc(C(=C2)Oc(c3)c(c(c(C(O5)C(C(O)C(O)C5)OC(O4)C(C(C(C(CO)4)O)O)O)c3OC)O)C2=O)c1,-0.839,0.178040185
O(C)c(c5)ccc(c5)C(O4)=CC(c(c34)c(O)cc(c3)OC(C(O)1)OC(COC(O2)C(C(C(O)C(C)2)O)O)C(O)C(O)1)=O,-0.7953,0.178828158
c(c5)c(ccc5O)C(O1)=CC(c(c(O)2)c(cc(OC)c2C(O3)C(O)C(O)C(C3COC(O4)C(O)C(C(O)C4C)O)O)1)=O,-0.7535,0.176110157
c(c(C(O5)=CC(c(c25)c(O)c(C(O4)C(C(O)C(C4C)O)OC(C3O)OC(C)C(C(O)3)O)c(c2)O)=O)1)cc(c(OC)c1)O,-0.0203,0.19475258
O(C)c(c5)ccc(c5)C(=C4)Oc(c3C4=O)cc(cc3O)OC(O2)C(C(C(O)C2CO)O)OC(O1)C(O)C(C(C1C)O)O,-0.7953,0.178828158
c(O1)(c(C(C(OC(O5)C(O)C(O)C(O)C(C)5)4)OC(C(C4O)O)CO)3)c(c(cc(OC)3)O)C(C=C1c(c2)ccc(c2)O)=O,-0.7535,0.176110157
[C@H](O[C@H]([C@@H]2O)[C@@H](O)C(CO)O[C@H]2Oc(c5)ccc(c35)C(C(c(c4)ccc(c4)OC)=CO3)=O)(O1)[C@H]([C@H]([C@H](C1CO)O)O)O,-1.5285,0.157953411
C(=C1c(c5)ccc(OC)c5)Oc(c2)c(c(cc2OC(O3)C(O)C(O)C(O)C(COC(O4)C(C(C(O)C(C)4)O)O)3)O)C1=O,-0.7953,0.178828158
OC(C1O)C(O)C(COC(=O)C(=O)OC(C(O)=O)=O)OC1Oc(c4)c([o+1]c(c43)cc(cc3O)O)c(c2)cc(c(c2)O)O,-0.9127,0.058385247
C(C1O)(C(C(O)=3)(C(=CC(C3C(=O)C=Cc(c4)ccc(O)c4)=O)C(=C(N2)C(C(O)C2CO)O)O)O)OC(C(C1O)O)CO,-3.6753,0.082403872
c(c1)(c(c(cc1C(OC(C(c(c5)cc(c(c5)O)O)4)Cc(c3O4)c(cc(O)c3)OC(c(c2)cc(c(c2O)O)O)=O)=O)O)O)O,3.158,0.091551384
Oc(c4OC(=O)c(c5)cc(O)c(O)c(O)5)cc(cc4)C(O1)C(O)Cc(c(O)2)c1cc(OC(c(c3)cc(c(O)c3O)O)=O)c2,2.8069,0.091649475
O=C(Oc(c25)cc(O)cc2OC(C(O)C5)c(c3)ccc(c3OC(c(c4)cc(O)c(c(O)4)O)=O)O)c(c1)cc(c(c1O)O)O,2.8069,0.091649475
O=C(Oc(c25)cc(O)cc(OC(C(C5)O)c(c4)cc(O)c(c4)OC(=O)c(c3)cc(O)c(O)c(O)3)2)c(c1)cc(c(c1O)O)O,2.8069,0.091649475
c(O)(c1)c(O)ccc(C(O2)C(Cc(c(OC(=O)c(c5)cc(c(c(O)5)O)O)4)c2cc(c4)OC(=O)c(c3)cc(c(c3O)O)O)O)1,2.8069,0.091649475
C(C(O)2)(CO)OC(Oc(c5O)ccc(c45)C(C(=CO4)c(c3)ccc(c3)OC)=O)C(C2O)OC(C1O)OC(C)C(C1O)O,-0.7953,0.178828158
c(c1)(c(c(cc1C(OC(C(c(c5)ccc(O)c5O)2)Cc(c4O)c(cc(c4)OC(=O)c(c3)cc(c(O)c3O)O)O2)=O)O)O)O,3.158,0.091551384
O(c(c5)cc(c4c(O)5)OC(C(C4)O)c(c2)ccc(c2OC(c(c3)cc(O)c(c(O)3)O)=O)O)C(c(c1)cc(c(O)c1O)O)=O,2.8069,0.091649475
Oc(c1)c(ccc1C=c(c(=O)2)oc(c3O)c2ccc3O[C@@H]([C@H]5O)OC([C@H](O)[C@@H]5O)COC(C=Cc(c4)ccc(O)c4)=O)O,1.5682,0.1177088
C(=CC(O[C@@H]([C@@H](OC(=C4c(c5)ccc(O)c5)C(=O)c(c3O4)c(cc(c3)O)O)2)[C@H](O)[C@H](O)C(O2)CO)=O)c(c1)ccc(c1)O,1.7254,0.119956924
O(C(CO)1)[C@H](OC(C5=O)=C(Oc(c54)cc(cc4O)O)c(c3)ccc(O)c3)[C@@H]([C@H](OC(C=Cc(c2)ccc(O)c2)=O)[C@@H]1O)O,1.7254,0.119956924
O(C2OC(=C4c(c5)ccc(O)c5)C(c(c(O)3)c(O4)cc(O)c3)=O)CC(C(O)2)(O)COC(=O)C=Cc(c1)cc(OC)c(O)c1,2.3747,0.12816867
C(c(c5)ccc(O)c5)=CC(=O)OCC(O1)C(O)C(O)C(O)C(OC(=C2c(c4)ccc(c4)O)C(c(c(O)3)c(cc(O)c3)O2)=O)1,1.7254,0.119956924
OCC(O1)C(OC(C=Cc(c5)ccc(c5)O)=O)C(C(O)C1OC(C3=O)=C(Oc(c4)c3c(O)cc4O)c(c2)ccc(c2)O)O,1.7254,0.119956924
C(c(c5)ccc(O)c5)=CC(=O)OCC(O1)C(O)C(O)C(O)C(OC(=C2c(c4)ccc(c4)O)C(c(c(O)3)c(cc(O)c3)O2)=O)1,1.7254,0.119956924
C(=O)(c32)C(=C(Oc(cc(OC(C(O)5)OC(C(O)C5O)COC(C=Cc(c4)ccc(O)c4)=O)cc3O)2)c(c1)ccc(O)c1)O,1.7254,0.119956924
c(c15)c(cc(c1C(C(=C(O5)c(c4)ccc(O)c4)OC(C(OC(C=Cc(c3)ccc(c3)O)=O)2)OC(CO)C(O)C2O)=O)O)O,1.7254,0.119956924
O=C(C=Cc(c5)ccc(c5)O)O[C@H]([C@@H]1c(c4O)c(c(c(c4)3)C(=O)C=C(O3)c(c2)cc(O)c(O)c2)O)[C@H]([C@H](C(O1)CO)O)O,1.7672,0.090537055
C(Oc(c2)cc(O)c(C3=O)c(OC(c(c5)ccc(c5)OC(C=Cc(c4)ccc(O)c4O)=O)=C3)2)(C1O)OC(C(O)C1O)CO,1.3743,0.069719623
c(O)(c12)cc(OC(O5)C(C(C(C5CO)O)O)OC(=O)C=Cc(c4)ccc(c4)O)cc1OC(c(c3)cc(O)c(c3)O)=CC(=O)2,1.7254,0.09225599
c(O)(c5)ccc(c5)C(O4)=CC(c(c34)c(cc(c3)OC(O1)C(C(C(C(COC(C=Cc(c2)ccc(O)c2O)=O)1)O)O)O)O)=O,1.7254,0.09225599
C(C=4)(=O)c(c(OC4c(c5)cc(O)c(c5)O)1)c(O)cc(OC(O2)C(C(O)C(C2COC(C=Cc(c3)ccc(O)c3)=O)O)O)c1,1.7254,0.09225599
C(c(c5)ccc(O)c5)=CC(OCC(O1)C(O)C(O)C(O)C1Oc(c(O)2)c(O3)c(C(C=C3c(c4)ccc(O)c4)=O)c(O)c2)=O,1.7254,0.119956924
C(Oc(c43)cc(OC)cc3OC(C=C(c(c5)cc(O)c(O)c5)4)=O)(C(O)2)OC(C(O)C2O)COC(O1)C(O)C(C(O)C1)O,-1.4782,0.114983796
c(=O)(c31)c(=Cc(c5)ccc(O)c5)oc(cc(cc3OC(C4O)OC(CO)C(C4O)O)OC(C2O)OC(CO)C(C(O)2)O)1,-2.6342,0.148826417
C(O5)(C(C(C(O)C5CO)O)O)Oc(c1)c(O)ccc1C=c(o4)c(c(c43)ccc(c3)OC(O2)C(O)C(O)C(O)C2CO)=O,-2.6342,0.148826417
C(C(O)5)(OC(CO)C(O)C5O)Oc(c4)cc(c(c42)C(=O)C(=C(c(c3)ccc(c3)O)O2)OC(C(O)1)OC(C)C(C1O)O)O,-1.7438,0.153572226
O(C1C)C(OCC(O2)C(O)C(O)C(O)C2Oc(c3)ccc(C(=O)4)c3OC(c(c5)ccc(c5O)O)=C4O)C(C(O)C(O)1)O,-1.3927,0.149010143
Oc(c5)ccc(c5)C(=C(O)4)Oc(c1)c(C4=O)c(O)cc1OC(C(O)2)OC(C(O)C2OC(O3)C(O)C(O)C(O)C3CO)C,-1.3927,0.159290707
c(O)(c1)cc(c(C(=O)2)c(OC(c(c5)ccc(c5)O)=C2OC(C4O)OC(C(C(O)4)O)COC(O3)C(C(O)C(O)C3C)O)1)O,-1.3927,0.159290707
C(OC(C3=O)=C(c(c5)ccc(c5)O)Oc(c4)c(c(O)cc4OC)3)(O2)C(C(O)C(C(CO)2)O)OC(C(O)1)OCC1(O)CO,-1.4766,0.148435908
c(c25)(O)cc(cc2OC(=C(C5=O)OC(C(O)4)OC(C(C(O)4)O)CO)c(c3)ccc(c3)O)OC(C(O)1)OC(C)C(O)C1O,-1.7438,0.153572226
c(O)(c5)cc(c(c25)C(C(O[C@@H](C3O[C@H]([C@H]4O)OC(C)[C@H]([C@H]4O)O)O[C@H](CO)[C@@H](C(O)3)O)=C(O2)c(c1)ccc(c1)O)=O)O,-1.3927,0.159290707
C(OC(C5O)OCC(C5O)O)(C1OC(C2=O)=C(c(c4)ccc(c4)O)Oc(c3)c2c(O)cc3OC)C(O)C(C(O1)CO)O,-1.4782,0.155664325
c(C(=C(OC)3)Oc(c4)c(c(O)cc4OC(C(O)5)OC(C)C(O)C5O)C3=O)(c1)ccc(O)c1OC(O2)C(O)C(O)C(O)C2,-1.0961,0.169066816
C(C5O)(OC(C)C(C5O)O)OC(C(OC(C4=O)=C(Oc(c43)cc(O)cc3O)c(c2)ccc(c2)O)1)C(O)C(C(CO)O1)O,-1.3927,0.159290707
c(c5O)c(cc(c53)OC(c(c4)ccc(O)c4O)=C(C3=O)OC(C1OC(O2)C(C(O)C(O)C(C)2)O)OC(C)C(C1O)O)O,-0.6595,0.166353987
Oc(c5)ccc(c5)C(=C(O)4)Oc(c1C4=O)cc(OC(C2OC(O3)C(C(O)C(O)C(C)3)O)OC(CO)C(C2O)O)cc1O,-1.3927,0.159290707
Oc(c5)ccc(c5)C(=C(O)4)Oc(c3C4=O)cc(cc3O)OC(O1)C(C(O)C(OC(O2)C(O)C(O)C(C2CO)O)C1C)O,-1.3927,0.159290707
c(c4)(ccc(OC(O5)C(O)C(O)C(O)C5CO)c4)C(=C(O)3)Oc(c2C3=O)cc(cc2O)OC(C(O)1)OC(C)C(O)C1O,-1.7438,0.153572226
c(c25)(O)cc(cc2OC(=C(C5=O)OC(C(O)4)OC(C(C(O)4)O)CO)c(c3)ccc(c3)O)OC(C(O)1)OC(C)C(O)C1O,-1.7438,0.153572226
c(O)(c1)cc(O)c(C3=O)c1OC(=C(O[C@H](O5)C(C([C@H]([C@H]5CO)O)O[C@H]([C@@H](O)4)OC(C)[C@@H](O)[C@H]4O)O)3)c(c2)ccc(c2)O,-1.3927,0.159290707
O(c(c2)cc(O)c(C3=O)c(OC(c(c5)ccc(c5OC)O)=C3OC(C4O)OCC(C4O)O)2)C(C(O)1)OC(C)C(O)C1O,-1.0961,0.169066816
c(O)(c5)cc(c(c35)C(=O)C(=C(c(c4)ccc(c4)O)O3)O[C@@H](O1)[C@@H](O)[C@H](O)[C@H](O[C@@H](O2)[C@H](O)[C@H](O)[C@@H](C2CO)O)C(C)1)O,-1.3927,0.159290707
O(C1C)C(OCC(O2)C(C(O)C(C2OC(=C4c(c5)c(ccc5)O)C(c(c(O4)3)c(cc(O)c3)O)=O)O)O)C(C(O)C(O)1)O,-1.3927,0.159290707
c(O)(c1)cc(c(C3=O)c(OC(=C(O[C@H]([C@@H](O[C@@H](O5)[C@@H]([C@H](O)[C@@H](C5CO)O)O)4)OC(C)[C@@H](O)[C@H]4O)3)c(c2)ccc(c2)O)1)O,-1.3927,0.159290707
C(C2OC(C3=O)=C(c(c5)ccc(c5OC)O)Oc(c4)c(c(cc4O)O)3)(C(O)C(C(C)O2)O)OC(O1)C(C(C(C1)O)O)O,-0.745,0.175261339
c(c25)(O)cc(cc2OC(=C(C5=O)OC(C(O)4)OC(C(C(O)4)O)CO)c(c3)ccc(c3)O)OC(C(O)1)OC(C)C(O)C1O,-1.7438,0.153572226
c(O)(c1)cc(c(C(=O)2)c(OC(c(c5)ccc(c5)O)=C2OC(C4O)OC(C(C(O)4)O)COC(O3)C(C(O)C(O)C3C)O)1)O,-1.3927,0.159290707
O(c(c2)cc(O)c(C3=O)c2OC(c(c5)ccc(O)c5O)=C(OC(C(O)4)OC(C)C(C4O)O)3)C(C(O)1)OC(C)C(O)C1O,-1.0106,0.160547505
C(CO)(C5O)OC(C(O)C5O)C(C=13)(O)C(O)=C(C(C=Cc(c4)ccc(O)c4)=O)C(C1C(C(O3)2)OC(CO)C(O)C(O)2)=O,-3.9228,0.11135642
c(c5)(ccc(c5)C(O1)=CC(c(c2O)c1cc(c(C(O3)C(C(O)C(O)C(COC(C4O)OC(C(C(O)4)O)CO)3)O)2)O)=O)O,-2.0841,0.14677088
C(C1OCC(O2)C(O)C(C(O)C(Oc(c5)cc(O)c(c53)C(=O)C=C(c(c4)cc(OC)c(c4)O)O3)2)O)(C(CO)(CO1)O)O,-1.4766,0.148435908
c(c1)(ccc(C(=C5)Oc(c2C5=O)cc(OC(O4)C(C(C(C4C)OC(O3)C(O)C(O)C(C3CO)O)O)O)c(c2O)O)c1)O,-1.3927,0.149010143
c(c5)(ccc(c5)OC(O4)C(O)C(O)C(O)C4CO)C(O3)=CC(=O)c(c13)c(O)cc(c(C(C(O)2)OC(C(O)C(O)2)CO)1)O,-2.4352,0.142191218
O(C1C)C(OCC(O2)C(O)C(C(O)C(Oc(c5)cc(O)c(c54)C(=O)C=C(O4)c(c3)cc(c(c3)O)O)2)O)C(C(O)C(O)1)O,-1.3927,0.149010143
c(c5O)c(ccc5O)C(O4)=CC(=O)c(c43)c(cc(c3)OC(C1O)OC(COC(O2)C(O)C(C(O)C2)O)C(O)C(O)1)OC,-1.4782,0.145617805
c(c5)(ccc(c5)C(O4)=CC(c(c34)c(O)c(c(c3)O)OC(C1OC(C2O)OC(C)C(C2O)O)OC(CO)C(C(O)1)O)=O)O,-1.3927,0.159290707
O(C1C)C(OCC(O2)C(O)C(C(O)C(Oc(c5)cc(O)c(c54)C(=O)C=C(O4)c(c3)cc(c(c3)O)O)2)O)C(C(O)C(O)1)O,-1.3927,0.149010143
O(C=1c(c5)ccc(c5O)O)c(c2)c(c(c(C(O3)C(C(O)C(O)C(COC(O4)C(C(O)C(O)C4C)O)3)O)c2O)O)C(C1)=O,-1.3509,0.153132244
C(=C4c(c5)ccc(O)c5)C(c(c(O4)2)c(O)c(c(O)c2[C@H](O3)[C@H]([C@H]([C@H](C3CO)O)O)O)[C@H](O1)[C@H]([C@H]([C@H](C(CO)1)O)O)O)=O,-2.3934,0.14700946
C(C(O)1)(O)C(O)C(C(C(=O)3)=C(Oc(c4)c3c(c(C(O5)C(C(O)C(O)C5CO)O)c(O)4)O)c(c2)ccc(O)c2)OC(CO)1,-2.3934,0.14700946
c(c3O)c(O)c(C(O4)C(OC(C(O)5)OC(CO)C(C(O)5)O)C(O)C(C4CO)O)c(c31)OC(c(c2)ccc(O)c2)=CC1=O,-2.0841,0.14677088
