smiles,logP,qed,SAS
"O([C@@H](C(O)4)O[C@H](COC(=O)CC(O)=O)[C@H](O)C4O)c(c3)c([o+1]c(c23)cc(O)cc2O)c(c1)cc(OC)c(c(OC)1)O",0.7192,0.105086497,4.415160611
"OC(C(Oc(c(c(c5)ccc(O)c5)3)cc(c4O)c(cc(O)c4)[o+1]3)1)C(O)C(O)C(COC(C=Cc(c2)ccc(O)c2)=O)O1",2.6463,0.096133303,4.325158443
"O(C5CO)C(C(C(C5O)O)OC(C4O)OC(C)C(C4O)O)Oc(c2c(c3)ccc(O)c3)cc(c([o+1]2)1)c(cc(O)c1)O",-0.4718,0.168175856,4.860985256
"c(c3)(OC(O5)C(C(C(O)C5CO)O)O)c(c(cc3OC(C4O)OC(CO)C(C(O)4)O)1)ccc(c(c2)ccc(O)c2)[o+1]1",-1.5561,0.144296206,4.855142172
"O(c(c3)c([o+1]c(c4)c3c(OC(O5)C(C(C(O)C5CO)O)O)cc4O)c(c2)ccc(O)c2)C(O1)C(O)C(O)C(O)C(C)1",-0.8229,0.162515818,4.846549721
"O(C1C)C(OCC(O2)C(O)C(C(C2Oc(c4c(c5)ccc(O)c5)cc(c3[o+1]4)c(cc(c3)O)O)O)O)C(C(O)C(O)1)O",-0.4718,0.168175856,4.867016297
"O(C1C)C(OCC(O2)C(O)C(C(C2Oc(c4c(c5)ccc(O)c5)cc(c3[o+1]4)c(cc(c3)O)O)O)O)C(C(O)C(O)1)O",-0.4718,0.168175856,4.867016297
"c(c3)(O5)c(C(=CC5=O)c(c4)ccc(c(O)4)O)c(cc3O)OC(O1)C(O)C(C(C(COC(C2O)OCC2(CO)O)1)O)O",-1.7796,0.110670711,4.748578137
"c(c5O)c(cc(c51)OC(c(c4)ccc(O)c4O)=C(OC(O3)C(C(O)C(C(C)3)O)OC(O2)C(C(C(C2)O)O)O)C1=O)O",-1.048,0.163375238,4.724840473
"Oc(c5)ccc(c5)C(=C(O)1)Oc(c2)c(c(O)cc2OC(C(O)4)OCC(C4O)OC(O3)C(C(C(C3CO)O)O)O)C1=O",-1.7812,0.156288902,4.650476255
"c(c(O)5)cc(cc5O)C(O3)=C(C(c(c(O)4)c(cc(O)c4)3)=O)OC(C(OC(C(O)2)OC(C)C(O)C2O)1)OCC(C1O)O",-1.048,0.163375238,4.731774676
"c(O)(c1)cc(c(C(=O)2)c(OC(c(c5)ccc(c5)O)=C2OC(C(O)3)OC(COC(O4)C(O)C(C(O)C4)O)C(O)C(O)3)1)O",-1.7812,0.156288902,4.638522001
"c(O2)(c(C(C(OC(O5)C(C(O)C(C(CO)5)O)OC(C(O)4)OCC4(O)CO)=C2c(c3)ccc(c3)O)=O)1)cc(O)cc1O",-1.7796,0.149825298,4.692419117
"OC(C(O)5)C(OCC5O)Oc(c1)cc(O)c(C(=O)3)c1OC(=C3OC(C(O)4)OC(C(C(O)4)O)CO)c(c2)ccc(c2)O",-2.1323,0.150993845,4.609040721
"OC(C(O)5)C(OCC5O)Oc(c1)cc(O)c(C(=O)3)c1OC(=C3OC(C(O)4)OC(C(C(O)4)O)CO)c(c2)ccc(c2)O",-2.1323,0.150993845,4.609040721
"c(c(O)5)cc(cc5O)C(O2)=C(C(c(c(O)3)c2cc(OC(C(O)4)OC(C)C(O)C4O)c3)=O)OC(C1O)OCC(C1O)O",-1.3991,0.157457272,4.706688412
"C(C(O)5)(OC(CO)C(O)C5O)Oc(c4)cc(O)c(c41)C(=O)C(OC(C3O)OCC(C3O)O)=C(c(c2)ccc(c2)O)O1",-2.1323,0.150993845,4.609040721
"OC(C(O)5)C(OCC5O)Oc(c4)cc(O)c(c42)C(C(=C(c(c3)ccc(O)c3O)O2)OC(C(O)1)OC(C)C(C1O)O)=O",-1.3991,0.157457272,4.706688412
"c(O2)(c(C(C(OC(O5)C(C(O)C(C(CO)5)O)OC(C(O)4)OCC4(O)CO)=C2c(c3)ccc(c3)O)=O)1)cc(O)cc1O",-1.7796,0.149825298,4.692419117
"c(c5O)c(c(c(c5)1)C(=O)C(OC(C(OC(C4O)OC(C)C(C4O)O)3)OC(C3O)CO)=C(c(c2)ccc(O)c2O)O1)O",-1.048,0.157840305,4.660837863
"c(O4)(c(C(C(=C4c(c5)ccc(c5)O)OC(O2)C(OC(C3O)OCC(C3O)O)C(O)C(C2CO)O)=O)1)cc(O)cc1O",-1.7812,0.156288902,4.627032144
"O(C1OC(C2Oc(c3)cc(c(C(=O)5)c3OC(=C5)c(c4)cc(c(c4)O)O)O)C(C(O)C(CO)O2)O)CC(C(O)C1O)O",-1.7812,0.146202072,4.658227651
"c(c3)(c(c(O)cc(OC(C(O)4)OC(COC(C5O)OCC5(CO)O)C(O)C4O)3)2)OC(=CC(=O)2)c(c1)cc(c(c1)O)O",-1.7796,0.140155627,4.730407817
"c(O4)(c(C(C(=C4c(c5)ccc(c5)O)OC(O2)C(OC(C3O)OCC(C3O)O)C(O)C(C2CO)O)=O)1)cc(O)cc1O",-1.7812,0.156288902,4.627032144
"C(C(C1O)OC(c(c4O)c(c(c(c4C(O5)C(O)C(O)C(O)C5)2)C(C=C(c(c3)ccc(O)c3O)O2)=O)O)C(C1O)O)O",-2.0487,0.148259817,4.863272653
"O=C(c13)C=C(c(c4)ccc(OC(C5O)OC(C(O)C5O)C)c(O)4)Oc(cc(c(O)c3O)OC(O2)C(O)C(O)C(C2)O)1",-1.3991,0.157457272,4.748476599
"c(c1)c(c(O)cc1C(O5)=CC(=O)c(c45)c(O)cc(c4)OC(C(O)3)OCC(C3O)OC(O2)C(C(C(C2CO)O)O)O)O",-1.7812,0.146202072,4.673975506
"OC(C(O)1)C(O)COC(OC(C5O)C(OC(C(O)5)CO)c(c4O)c(c(c(c4)O)2)OC(c(c3)ccc(O)c3O)=CC2=O)1",-1.7394,0.150225215,4.786269182
"C(C5O)OC(C(C5O)O)c(c3O)c(c(c1c3C(O4)C(C(C(O)C4CO)O)O)C(C=C(c(c2)ccc(O)c2O)O1)=O)O",-2.0487,0.148259817,4.863272653
"OC(C(O)1)C(O)COC(OC(C5O)C(OC(C(O)5)CO)c(c4O)c(c(c(c4)O)2)OC(c(c3)ccc(O)c3O)=CC2=O)1",-1.7394,0.150225215,4.786269182
"c(c3O)(c(cc(O4)c(C(C=C(c(c5)ccc(c5O)O)4)=O)3)O)C(C1OC(O2)C(C(O)C(O)C2)O)OC(CO)C(O)C1O",-1.7394,0.150225215,4.777434841
"c(c1)(ccc(C(=C2)Oc(c3)c(c(c(c3OC(C5O)OC(C(C5O)O)COC(O4)C(O)C(C(O)C4)O)O)O)C2=O)c1)O",-1.7812,0.146202072,4.674006139
"C(C5O)OC(C(C5O)O)c(c3O)c(c(c1c3C(O4)C(C(C(O)C4CO)O)O)C(C=C(c(c2)ccc(O)c2O)O1)=O)O",-2.0487,0.148259817,4.863272653
"c(c5O)cc(cc5O)C(O1)=CC(c(c2O)c(cc(OC(O3)C(O)C(O)C(OC(C(O)4)OC(C(O)C4O)C)C3)c(O)2)1)=O",-1.048,0.163375238,4.771204072
"c(c3)(c(c(O)cc(OC(C(O)4)OC(COC(C(O)5)OC(CO)C5O)C(O)C4O)3)2)OC(=CC(=O)2)c(c1)cc(c(c1)O)O",-1.7812,0.140132831,4.597457739
"C(C4O)(O)C(OC(C(O)5)OC(C(O)C5O)CO)C(OC4)Oc(c(O)1)cc(c(C3=O)c(OC(=C3)c(c2)ccc(O)c2)1)O",-1.7812,0.146202072,4.693126085
"C(O)C(C(O)5)OC(C(O)5)OC(C1O)C(c(c2O)c(cc(O3)c(C(C=C(c(c4)ccc(c4O)O)3)=O)2)O)OC(C1O)CO",-1.7394,0.145135787,4.710037451
"O(c(c5)c(c(O)c(c54)C(=O)C=C(O4)c(c3)ccc(O)c3O)C(C(O)2)OC(C(O)C(O)2)CO)C(C(O)1)OCC(O)C1O",-2.0905,0.145090903,4.767617671
"C(C(C1O)OC(c(c4O)c(c(c(c4C(O5)C(O)C(O)C(O)C5)2)C(C=C(c(c3)ccc(O)c3O)O2)=O)O)C(C1O)O)O",-2.0487,0.148259817,4.863272653
"c(c3O)(c(cc(O4)c(C(C=C(c(c5)ccc(c5O)O)4)=O)3)O)C(C1OC(O2)C(C(O)C(O)C2)O)OC(CO)C(O)C1O",-1.7394,0.150225215,4.777434841
"C(O)C(C(O)1)OC(OC(C(O)2)C(c(c34)c(cc(c3C(C=C(c(c5)ccc(O)c5O)O4)=O)O)O)OC(C2O)CO)C(O)1",-1.7394,0.145135787,4.718871792
"c(C(=O)5)(c1OC(=C5)c(c4)cc(c(c4)O)O)c(O)cc(OC(O2)C(OC(O3)C(O)C(O)(C3)CO)C(O)C(C(CO)2)O)c1",-1.7796,0.140155627,4.723614624
"O(C5)C(C(C5(O)CO)O)Oc(c(C(C(O)4)OC(C(O)C(O)4)CO)3)cc(c2c3O)OC(=CC2=O)c(c1)ccc(O)c1O",-2.0889,0.140196766,4.850779414
"C(C(C1O)OC(c(c4O)c(c(c(c4C(O5)C(O)C(O)C(O)C5)2)C(C=C(c(c3)ccc(O)c3O)O2)=O)O)C(C1O)O)O",-2.0487,0.148259817,4.863272653
"c(c3)(c(c(O)cc(OC(C4O)OC(COC(O5)C(O)C(C(O)C5)O)C(O)C4O)3)2)OC(=CC(=O)2)c(c1)cc(c(c1)O)O",-1.7812,0.146202072,4.669717508
"c(c2)(C(=C5)Oc(c3C(=O)5)cc(OC(C(O)4)OC(CO)C(O)C4O)cc3O)cc(c(O)c2)OC(O1)C(O)C(O)C(O)C1",-2.1323,0.150993845,4.647942287
"c(c3)(c(c(O)cc(OC(C4O)OC(COC(O5)C(O)C(C(O)C5)O)C(O)C4O)3)2)OC(=CC(=O)2)c(c1)cc(c(c1)O)O",-1.7812,0.146202072,4.669717508
"c(OC(C(OC(C5O)OCC(C5O)O)4)OC(CO)C(O)C4O)(c(O)1)cc(C(=C2)Oc(c3)c(c(cc(O)3)O)C(=O)2)cc1",-1.7812,0.156288902,4.665933709
"c(c1)c(c(cc1C(=C5)Oc(c2)c(C5=O)c(c(C(O3)C(OC(C(O)4)OCC4(O)CO)C(C(O)C(CO)3)O)c2O)O)O)O",-1.7378,0.145159546,4.84397131
"c(C=CC(=O)O[C@H]([C@@H]2O)[C@H](C(CO)O[C@@H](Oc(c5)cc(c4c(O)5)OC(CC(=O)4)c(c3)ccc(O)c3)2)O)(c1)ccc(O)c1",1.9529,0.176064895,4.301612016
"O(C(C4OC(=O)C=Cc(c5)ccc(c5)O)OC(C(C4O)O)CO)c(c3)cc(c(c31)C(=O)CC(c(c2)ccc(O)c2)O1)O",1.9529,0.176064895,4.289648001
"c(c(O)1)c(OC(C4O)OC(COC(C=Cc(c5)ccc(O)c5)=O)C(C4O)O)cc(O2)c(C(CC2c(c3)ccc(O)c3)=O)1",1.9529,0.176064895,4.250294415
"C(O1)(OC(C(=O)5)C(Oc(c54)cc(O)cc4O)c(c3)ccc(O)c3O)C(O)C(OC(C=Cc(c2)cccc2)=O)C(O)C(C)1",2.3024,0.141816915,4.50609893
"C(O)(C3O)C(C(OC(COC(C=Cc(c4)ccc(O)c4)=O)3)Oc(c1)c(O)c(c(C(C=Cc(c2)ccc(c2)O)=O)c1)O)O",1.8481,0.083871003,4.087821626
"OC(C3O)C(COC(C=Cc(c4)ccc(O)c4)=O)OC(C3O)Oc(c1C(=O)C=Cc(c2)ccc(O)c2)cc(O)cc1O",1.8481,0.110089918,4.11629855
"c(C=CC(c(c2O)ccc(OC(C(OC(C=Cc(c4)ccc(c4)O)=O)3)OC(CO)C(O)C(O)3)c2O)=O)(c1)ccc(c1)O",1.8481,0.083871003,4.127511567
"O(CC(O2)C(O)C(C(O)C(Oc(c3)cc(O)c(C5=O)c3OC(C5)c(c4)ccc(OC)c4)2)O)C(C(O)1)OC(CO)C1O",-1.2507,0.194366378,4.582499257
"O(C1C)C(OCC(O2)C(O)C(C(O)C2Oc(c5)cc(c(c45)C(CC(O4)([H])c(c3)ccc(c3)O)=O)O)O)C(C(O)C(O)1)O",-1.1652,0.201696219,4.744365196
"O(C1C)C(OCC(C(O)2)OC(Oc(c5)ccc(c5)C(C4)Oc(c3C4=O)cc(cc3O)O)C(C(O)2)O)C(C(O)C(O)1)O",-1.1652,0.201696219,4.724344638
"c(c3)(cc(c1c3OC(C4OC(C5O)OC(C)C(C5O)O)OC(C(C4O)O)CO)OC(c(c2)ccc(c2)O)CC1=O)O",-1.1652,0.201696219,4.768013937
"C(C(C(O)2)OC(Oc(c3)cc(O4)c(C(C(C4c(c5)ccc(c5)OC)O)=O)c3)C(C2O)O)OC(O1)C(O)C(C(O)C1)O",-1.9855,0.188998331,4.686573702
"C(C4([H])c(c5)ccc(c5)O)C(=O)c(c3O)c(O4)cc(c3)OC(C1OC(O2)C(C(O)C(O)C(C)2)O)OC(CO)C(C1O)O",-1.1652,0.201696219,4.738334155
"[C@H]([C@@H](O)4)(CO)O[C@@H](C(O)C(O)4)Oc(c1)ccc(C=CC(c(c(O)2)ccc(O[C@@H]([C@H]3O)OC([C@H](O)[C@@H]3O)CO)c2)=O)c1",-2.3543,0.111541643,4.46687838
"Oc(c1)cc(c(C(C=Cc(c4)ccc(O)c4)=O)c1OC(C(O)2)OC(CO)C(OC(O3)C(O)C(O)C(O)C(C)3)C2O)O",-1.27,0.130806627,4.649849713
"c(c5)(ccc(O)c(O)5)c([o+1]3)c(OC(O4)C(C(O)C(O)C4)O)cc(c31)c(OC(O2)C(C(C(O)C2CO)O)O)cc(c1)O",-1.5058,0.117388093,4.901366112
"Oc(c(O)1)ccc(c(c3OC(C4OC(C5O)OCC(C5O)O)OC(C(C4O)O)CO)[o+1]c(c2c3)cc(O)cc2O)c1",-1.1547,0.121806514,4.911690687
"c(c5O)(ccc(c5)C(O1)=CC(=O)c(c(O)2)c(cc(O)c2C(C4O)OC(C(C(O)4)O)COC(c(c3)ccc(OC)c3)=O)1)O",1.6706,0.127312135,4.096796907
"c(c1)(c(O)ccc(C(=O)OC(C2c(c(O)5)c(O3)c(c(c5)O)C(=O)C=C3c(c4)ccc(c4)O)C(C(O)C(CO)O2)O)1)OC",1.6706,0.161230663,4.161451284
"c(O)(c2OC(C(O)4)OC(C(C(O)4)OC(O3)C(C(C3CO)O)O)CO)c(c(cc2)C(C=Cc(c1)ccc(c1O)O)=O)O",-1.9529,0.087525688,4.599802286
"c(c(O)5)(O)cc(cc5)C(C4)Oc(c1)c(C(=O)4)c(O)cc(OC(C(O)2)OC(COC(C(O)3)OC(CO)C3O)C(O)C2O)1",-1.8481,0.162708343,4.737439578
"Oc(c(O)1)ccc(c(c3OC(C4OC(C5O)OCC(C5O)O)OC(C(C4O)O)CO)[o+1]c(c2c3)cc(O)cc2O)c1",-1.1547,0.121806514,4.911690687
"Oc(c5)cc(O1)c(c5O)C[C@H](O[C@@H]([C@@H](OC(C=Cc(c4)cccc4)=O)3)OC(CO)[C@@H]([C@H](O)3)O)[C@H]1c(c2)ccc(O)c(O)2",1.6346,0.121045641,4.458517685
"O(c52)C(CC(CC(O)CCc(c6)ccc(c6)O)c2c(c(c(c5)OC)4)OC(CC(=O)4)c(c3)ccc(c3)O)c(c1)ccc(O)c1",6.5097,0.185314419,4.149392574
"c(O)(c1)ccc(C(C=CCC(O)CCc(c5)ccc(c5)O)c(c42)c(O)cc(OC)c(C(=O)CC(O4)c(c3)ccc(O)c3)2)c1",6.296,0.137562787,4.078661855
"c(O)(c1)ccc(C(C=CCC(O)CCc(c5)ccc(c5)O)c(c42)c(O)cc(OC)c(C(=O)CC(O4)c(c3)ccc(O)c3)2)c1",6.296,0.137562787,4.078661855
"c(c6)(ccc(O)c6)C(C2)Oc(c(C(C3)CC(CCc(c5)ccc(c5)O)OC3c(c4)ccc(O)c4)1)c(C2=O)c(cc1O)OC",6.8608,0.186232889,4.132307771
"O(c52)C(CC(CC(O)CCc(c6)ccc(c6)O)c2c(c(c(c5)OC)4)OC(CC(=O)4)c(c3)ccc(c3)O)c(c1)ccc(O)c1",6.5097,0.185314419,4.149392574
"c(c6)(ccc(O)c6)C(C2)Oc(c(C(C3)CC(CCc(c5)ccc(c5)O)OC3c(c4)ccc(O)c4)1)c(C2=O)c(cc1O)OC",6.8608,0.186232889,4.132307771
"c(O)(c1)ccc(C(C=CCC(O)CCc(c5)ccc(c5)O)c(c42)c(O)cc(OC)c(C(=O)CC(O4)c(c3)ccc(O)c3)2)c1",6.296,0.137562787,4.078661855
"c(O)(c1)ccc(C(C=CCC(O)CCc(c5)ccc(c5)O)c(c42)c(O)cc(OC)c(C(=O)CC(O4)c(c3)ccc(O)c3)2)c1",6.296,0.137562787,4.078661855
"c(c6)(ccc(O)c6)C(C2)Oc(c(C(C3)CC(CCc(c5)ccc(c5)O)OC3c(c4)ccc(O)c4)1)c(C2=O)c(cc1O)OC",6.8608,0.186232889,4.132307771
"C(=Cc(c5)cccc5)C(=O)OC(C1O)C(C(OC1OC(C(c(c4)ccc(O)c(O)4)2)Cc(c(O)3)c(cc(O)c3)O2)CO)O",1.6346,0.121045641,4.47097453
"c(c6)(ccc(O)c6)C(C2)Oc(c(C(C3)CC(CCc(c5)ccc(c5)O)OC3c(c4)ccc(O)c4)1)c(C2=O)c(cc1O)OC",6.8608,0.186232889,4.132307771
"CC(=O)OC(C(=O)2)=C(Oc(c3)c(c(O)cc3OS(O)(=O)=O)2)c(c1)cc(OS(O)(=O)=O)c(c1)OS(O)(=O)=O",0.6357,0.208706794,3.126295532
"Oc(c2[C@H](c(c4)ccc(O)c4)C=CCC(O)CCc(c3)ccc(O)c3)c(c(OC)cc2O)C(=O)C=Cc(c1)ccc(c1)O",6.1912,0.065817671,3.83171054
"c(c31)c(cc(O)c(C(=O)C(OC(O5)C(C(O)C(O)C5C)OC(c(c4)ccc(c4)O)=O)=C(O3)c(c2)cc(c(c(O)2)O)O)1)O",1.7646,0.12326806,4.264134433
"c(c1)(O)cc(c(C(=O)3)c1OC(=C(OC(C(O)4)OC(COC(=O)c(c5)ccc(O)c5)C(O)C4O)3)c(c2)ccc(c2O)O)O",1.0314,0.116736531,4.117332186
"C(C(c(c(O)5)c(O3)c(c(c5)O)C(=O)C=C3c(c4)ccc(c4)O)2)(C(O)C(O)C(CO)O2)OC(=O)c(c1)cc(O)c(O)c1O",1.0732,0.117627482,4.315872092
"O=C(C=4)c(c(OC(c(c5)ccc(c5)O)4)3)c(c(c(O)c3)C(O1)C(C(O)C(C1COC(c(c2)cc(O)c(c(O)2)O)=O)O)O)O",1.0732,0.117627482,4.265137376
"c(c1)(O)cc(c(C(=O)2)c1OC(c(c3)ccc(O)c(OC(O4)C(O)C(C(C(COC(Cc(c5)cccc5)=O)4)O)O)3)C2O)O",0.453,0.188267184,4.348132066
"c(c1C=CCc(c5O)c(cc(c53)OC(c(c4)ccc(c4O)O)C(O)C3)OC(C(O)2)OC(CO)C(C(O)2)O)cc(O)cc1",0.9807,0.178060849,4.5933368
"c(c(O)5)cc(cc5O)C(=C1OC(C(OC(c(c4)cc(O)c(O)c(O)4)=O)3)OCC(C(O)3)O)Oc(c2)c(c(O)cc2O)C1=O",1.0817,0.117065623,4.269077591
"O(C4COC(=O)c(c5)cc(O)c(c(O)5)O)C(C(O)C(C(O)4)O)Oc(c3)cc(O1)c(c(O)3)C(=O)CC1c(c2)ccc(O)c2",0.9645,0.14852129,4.333091401
"C(O)C(O1)[C@@H]([C@H](O)[C@H](O)[C@@H]1OCC(=C)C(O2)Cc(c63)c(ccc3C(=O)C(O)(C(O6)4)c(c5)c(cc(OC)c(OC)5)OC4)2)O",-0.3961,0.263877358,4.939261595
"c(c1O)c(c(C(=O)2)c(OC(c(c4)ccc(O)c4O)=C2OC(O3)C(C(C(C(CO)3)OC(C)=O)OC(C)=O)OC(C)=O)c1)O",1.1735,0.147735329,4.260271673
"C(C1=O)=C(c(c5)cc(c(O)c5)OC)Oc(c2)c1c(O)c(C(C3OC(C4O)OC(C)C(C(O)4)O)OC(C)C(C3O)=O)c2O",0.1879,0.210586956,4.874719739
"C(O)(=O)CC(C)(O)CC(=O)OCC(C(O)1)OC(Oc(c(C)2)c(C)c(O)c(C3=O)c(OC(c(c4)cccc4)=C3)2)C(O)C1O",1.12784,0.193677968,4.409123098
"C(C(=O)4)(OC(C5O)OC(C)C(C(O)5)O)C(OC(C)C4O)c(c(O)3)c(O)cc(c32)OC(=CC(=O)2)c(c1)ccc(c1O)OC",0.1879,0.210586956,4.942854962
"c(c1C(C4)Oc(c2C4=O)c(C)c(OC(C(O)3)OC(C(O)C3O)COC(=O)CC(C)(O)CC(O)=O)c(C)c(O)2)cccc1",1.06094,0.226028723,4.573579964
"C(O)C(O1)[C@@H]([C@H](O)[C@H](O)[C@@H]1OCC(=C)C(O2)Cc(c36)c(ccc3C(C(C(O6)4)(c(c5)c(cc(OC)c(OC)5)OC4)O)O)2)O",-0.5454,0.22603965,5.136311611
"[C@H](O6)([C@@H](O)[C@@H](O)[C@H](C6CO)O)OC(C(O1)Cc(c25)c1ccc(C(C(C(O5)3)c(c4)c(cc(OC)c4OC)OC3)=O)2)(CO)C",-0.3053,0.283528262,5.006199185
"C(CCc(c5)cccc5)(c(c(OC)1)c(c(Cc(c(O)3)cc(Cc(c4)c(ccc4)O)cc3)c(c1Cc(c2)c(ccc2)O)O)O)=O",6.8111,0.106961798,2.922638572
"c(c5)ccc(c5O)Cc(c2O)c(O)c(c(OC)c(Cc(c3)c(ccc3Cc(c4)c(O)ccc4)O)2)C(CCc(c1)cccc1)=O",6.8111,0.106961798,2.922638572
"OC(C1O)C(O)C(OC(C(=O)2)=C(c(c4)ccc(c4)O)Oc(c3)c2c(O)cc(O)3)OC1COC(=O)CC(CC(O)=O)(C)O",-0.0778,0.151255055,4.398234435
"O(C(=C(c(c4)cc(c(O)c4OC)OC)2)C(=O)c(c3O)c(cc(c3)O)O2)C(C1OC(C)=O)OC(C(C1OC(C)=O)O)CO",0.9143,0.229479436,4.23025224
"c(c1OC(O5)C(C(C(O)C5C(O)=O)O)O)c(O)c(C4=O)c(OC(=C4)c(c3)ccc(c3)OC(O2)C(O)C(C(C(C)2)O)O)c1",-1.3571,0.164725291,4.628021771
"c(c3)(c(c(O)cc3O[C@@H]([C@@H](O)4)OC([C@H](O)[C@H](O)4)COC(=O)CC(CC(O)=O)(C)O)2)OC(=CC(=O)2)c(c1)cc(c(c1)O)O",-0.0778,0.119435122,4.429156297
"c(c5O)c(cc(c45)OC(=CC4=O)c(c3)ccc(c3)O)OC(O1)C(OC(C2O)OC(C)C(C2O)O)C(C(C1C(O)=O)O)O",-1.006,0.170906271,4.667124514
"c(c1)c(c(O)cc1C(=C5)Oc(c4C(=O)5)cc(cc(O)4)OC(C(OC(O3)C(C(CO)(OC(C)=O)C3)O)2)OCC(O)C(O)2)O",-0.5697,0.134375726,4.859384495
"c(c1)(ccc(C(=C2)Oc(c3)c(c(c(c3OC(O4)C(C(O)C(C4COC(=O)CC(CC(O)=O)(C)O)O)O)O)O)C2=O)c1)O",-0.0778,0.119435122,4.433407309
"c(c5)c(C1=O)c(cc5O)OC(c(c4)ccc(c4)OC(C2OC(O3)C(O)C(OC(C)=O)(C3)CO)OC(CO)C(O)C(O)2)C1",-0.6869,0.209735395,4.84925599
"OC(C1Oc(c2)cc(c(C(=O)3)c2OC(c(c5)ccc(c5)OC)=C3OC(C4O)OC(C)C(C4O)O)O)C(C(C(O1)C)O)O",-0.4132,0.193579633,4.592768259
"OC(C(O)1)C(C(OC1Oc(c2)ccc(C(O5)CC(c(c45)ccc(c4)OC(O3)C(O)C(C3)(OC(C)=O)CO)=O)c2)CO)O",-1.038,0.202383247,4.836582617
"O(C1OC(=C4c(c5)cccc5)C(c(c3O)c(O4)cc(c3)OC)=O)C(COC(O2)C(C(C(O)C(C)2)O)O)C(C(C1O)O)O",-0.7953,0.178828158,4.560326825
"C(=O)(c34)C=C(Oc3c(C(C(O)5)OC(CO)C(O)C5O)c(cc(O)4)OC)c(c2)ccc(c2)OC(O1)C(O)C(C(O)C1C)O",-1.1046,0.169878727,4.668861905
"O[C@H]([C@@H]1c(c(OC)2)c(c(C5=O)c(OC(=C5)c(c3)ccc(O[C@H](O4)C(O)C([C@@H](O)[C@H]4C)O)c3)c2)O)[C@H]([C@H](C(O1)CO)O)O",-1.1046,0.169878727,4.653945383
"OC(C1c(c5O)c(O)c(C(=O)3)c(c5)OC(c(c4)ccc(OC)c4)=C3)C(OC(C2O)OC(C)C(O)C2O)C(C(O1)CO)O",-0.7535,0.176110157,4.683477423
"O(C5CO)C(C(O)C(C5O)OC(O4)C(C(O)C(C4C)O)O)c(c31)c(O)cc(O)c1C(C=C(O3)c(c2)ccc(OC)c2)=O",-0.7535,0.176110157,4.692081303
"OC(C5C)C(C(O)C(O5)Oc(c(OC)4)cc(c3c(O)4)OC(=CC(=O)3)c(c2)cccc2)OC(O1)C(C(C(O)C(CO)1)O)O",-0.7953,0.178828158,4.622676294
"O(C(O4)C(C(C(C4COC(O5)C(O)C(O)C(C5)O)O)O)O)c(c1)cc(OC)c(C2=O)c1OC(c(c3)ccc(OC)c3)=C2",-0.8808,0.18787666,4.498703327
"O(C)c(c1)ccc(C(=C2)Oc(c3)c(c(c(C(O5)C(C(O)C(O)C5)OC(O4)C(C(C(C(CO)4)O)O)O)c3OC)O)C2=O)c1",-0.839,0.178040185,4.603965467
"C(O)C(O1)C(O)C(C(OC(O5)C(O)C(O)C(C(C)5)O)C(c(c(O)4)c(O2)c(c(c4)O)C(=O)C=C2c(c3)ccc(OC)c3)1)O",-0.7535,0.176110157,4.679499363
"c(c5)c(ccc5O)C(O4)=CC(c(c34)c(c(c(c3)OC)C(C1OC(O2)C(O)C(O)C(C(C)2)O)OC(C(O)C1O)CO)O)=O",-0.7535,0.176110157,4.704898025
"OC(C1OC(C5O)C(OC(C(O)5)CO)c(c4O)c(O)cc(c24)OC(c(c3)ccc(OC)c3)=CC2=O)C(O)C(C(O1)C)O",-0.7535,0.176110157,4.670895483
"c(c2C(O5)=CC(c(c53)c(c(C(C4)OC(C)C(C(O)4)O)c(c3)O)O)=O)cc(c(c2)OC(O1)C(O)C(O)C(O)C(CO)1)OC",-0.3698,0.182678612,4.754998722
"O(C)c(c1)ccc(C(=C2)Oc(c3)c(c(c(C(O5)C(C(O)C(O)C5)OC(O4)C(C(C(C(CO)4)O)O)O)c3OC)O)C2=O)c1",-0.839,0.178040185,4.603965467
"O(C)c(c5)ccc(c5)C(O4)=CC(c(c34)c(O)cc(c3)OC(C(O)1)OC(COC(O2)C(C(C(O)C(C)2)O)O)C(O)C(O)1)=O",-0.7953,0.178828158,4.562344066
"c(c5)c(ccc5O)C(O1)=CC(c(c(O)2)c(cc(OC)c2C(O3)C(O)C(O)C(C3COC(O4)C(O)C(C(O)C4C)O)O)1)=O",-0.7535,0.176110157,4.698974279
"c(c(C(O5)=CC(c(c25)c(O)c(C(O4)C(C(O)C(C4C)O)OC(C3O)OC(C)C(C(O)3)O)c(c2)O)=O)1)cc(c(OC)c1)O",-0.0203,0.19475258,4.786741595
"O(C)c(c5)ccc(c5)C(=C4)Oc(c3C4=O)cc(cc3O)OC(O2)C(C(C(O)C2CO)O)OC(O1)C(O)C(C(C1C)O)O",-0.7953,0.178828158,4.556469
"c(O1)(c(C(C(OC(O5)C(O)C(O)C(O)C(C)5)4)OC(C(C4O)O)CO)3)c(c(cc(OC)3)O)C(C=C1c(c2)ccc(c2)O)=O",-0.7535,0.176110157,4.719814547
"[C@H](O[C@H]([C@@H]2O)[C@@H](O)C(CO)O[C@H]2Oc(c5)ccc(c35)C(C(c(c4)ccc(c4)OC)=CO3)=O)(O1)[C@H]([C@H]([C@H](C1CO)O)O)O",-1.5285,0.157953411,4.463974856
