,SMILES
19746,c(c1O)(C(=O)2)c(OC(c(c5)ccc(OC)c5)=C2OC(C3OC(C(O)4)OC(C(O)C4O)C)OC(C(C3O)O)C)c(CCC(C)(C)O)c(c1)O
19751,[o+1](c3c(c5)ccc(O)c5)c(c1)c(cc3OC(O4)C(C(O)C(C4COC(C)=O)O)O)c(OC(C2O)OC(COC(C)=O)C(O)C(O)2)cc1O
19756,OC(C5C)C(C(C(O5)OC(C1O)C(Oc(c4)cc(c2c(O)4)OC(c(c3)cc(O)c(c3)O)=CC2=O)OC(C(O)1)COC(=O)CC(O)=O)O)O
19761,C(C(OCC(O2)C(C(C(C(Oc(c4)c(c(c(c4)C(=O)C=Cc(c3)cc(c(O)c3)O)O)O)2)OC(C)=O)O)OC(C)=O)=O)=Cc(c1)ccc(c1)O
19766,C(C1OC(=C4c(c5)ccc(c5)O)C(=O)c(c(O4)3)c(O)cc(c3)O)(OC(C2O)OC(C(O)C(O)2)C)C(C(O)C(O1)COC(CC(O)=O)=O)O
19771,O=C(C=4CCC(C)C)c(c(OC4c(c5)cc(O)c(O)c(O)5)1)c(OC(C2OC(O3)C(C(C(C(C)3)O)O)O)OC(CO)C(O)C2O)cc(O)c1
19776,C(C)(=O)OC(C2O)C(C(OC(Oc(c3)c(c(c(C(=O)C=Cc(c4)cc(c(O)c4)O)c3)O)O)2)COC(C=Cc(c1)ccc(O)c1)=O)OC(C)=O
19781,c(c5)(ccc(c5)O)c([o+1]4)c(cc(c43)c(O)cc(c3)O)OC(O2)C(C(O)C(O)C2COC(=O)CC(O)=O)OC(C1O)OC(C(C1O)O)CO
19786,C(OC(CC(O)=O)=O)C(C(O)1)OC(Oc(c4c(c5)ccc(c5)O)cc(c3[o+1]4)c(cc(c3)OC(C2O)OC(CO)C(O)C2O)O)C(O)C1O
19791,c(c21)c(O[C@@H](C(O)5)O[C@@H]([C@@H](C5O)O)CO)c(c(c4)ccc(O)c4)[o+1]c1cc(cc(O[C@H](O3)[C@@H](O)[C@H]([C@@H](O)C3COC(CC(O)=O)=O)O)2)O
19796,c(c3)(OC(C5O)OC(COC(CC(O)=O)=O)C(C5O)O)c(c(c4)ccc(O)c4)[o+1]c(c31)cc(O)cc1OC(O2)C(C(O)C(O)C2CO)O
19801,O(CC(O1)C(C(C(O)C1OC(C2Oc(c5)c(c(c4c5O)OC(=CC(=O)4)c(c3)cc(O)c(c3)OC)O)C(O)C(O)C(CO)O2)O)O)C(C)=O
19806,C(=C3c(c4)ccc(OC(O5)C(C(O)C(O)C5CO)O)c4)(C(c(c(O3)2)c(O)cc(O)c2)=O)OC(O1)C(C(C(C(CO)1)O)O)OC(C(C)O)=O
19811,c(C(=C(O[C@@H](O4)[C@H](O)[C@H](O[C@H](O5)C(C(O)[C@@H](O)[C@@H](COC(C)=O)5)O)[C@@H](C4CO)O)3)Oc(c2)c(C(=O)3)c(cc(O)2)O)(c1)cc(c(O)c1)OC
19816,[C@@H](O)([C@@H](O)1)C(O[C@H](OC[C@@H](O2)[C@H](O)C(O)C([C@@H]2OC(=C4c(c5)cc(c(c5)O)OC)C(c(c(O)3)c(O4)cc(O)c3)=O)O)[C@@H]1O)COC(C)=O
19821,c(c31)(O)c(OC(O5)C(C(O)C(C(COC(C)=O)5)O)OC(O4)C(C(O)C(O)C4C)O)cc(c1C(=O)C(=C(O3)c(c2)cc(OC)c(c2)O)O)O
19826,C(C2Oc(c5)c(c(OC)c(c54)C(=O)C=C(O4)c(c3)cc(OC)c(OC)c3)OC)(C(O)C(C(O2)CO)OC(O1)C(O)C(O)C(C(CO)1)O)O
19831,C(C(c(c6)cccc6)5)C(=O)c(c1O5)c(O)cc(OC(C(OC(C(O)3)OCC(COC(O4)C(O)C(C4)(CO)O)3O)2)OC(CO)C(O)C2O)c1
19836,O(C(C5O)OC(C(O)C(O)5)C)C(C1Oc(c24)c(c(c(O)c2C(C(=C(O4)c(c3)ccc(c3)OC)OC)=O)OC)OC)C(C(O)C(O1)CO)O
19841,COc(c1)c(O)c(cc1C(=C5)Oc(c2C(=O)5)cc(c(c2OC(O3)C(O)C(O)C(C3COC(C4O)OC(C(C(O)4)O)C)O)OC)OC)OC
19846,OC(C1O)C(OC(c(c5O)c(c(c4c(OC)5)C(=O)C=C(O4)c(c3)cc(c(c(OC)3)OC)OC)OC(O2)C(C(O)C(C(C)2)O)O)C1O)CO
19851,OC(C(OC(O5)C(C(O)C(C5)O)O)1)C(O)C(OC(Oc(c3c(c4)cc(c(c4O)O)O)cc(c([o+1]3)2)c(O)cc(O)c2)1)COC(CC(O)=O)=O
19856,OC(C1O)C(O)C(COC(C)=O)OC1Oc(c25)cc(cc2[o+1]c(c(c5)OC(O4)C(C(C(O)C(CO)4)O)O)c(c3)cc(c(O)c3OC)O)O
19861,c(c1OC(O5)C(C(O)C(C(CO)5)OC(O4)C(O)C(O)C(C4CO)O)O)c(O)c(cc1C(=C3OC)Oc(c2)c(C3=O)c(O)cc2OC)OC
19866,C([C@H](O1)[C@H](C(C([C@H]1Oc(c(OC)2)ccc(C(=C(OC)5)Oc(c4C5=O)cc(c(c(O)4)O[C@@H]([C@H]3O)OC(CO)[C@@H]([C@@H]3O)O)OC)c2)O)O)O)O
19871,COc(c1O)c(OC)cc(O4)c(C(C(=C4c(c5)cc(OC)c(c5)O)OC(O2)C(O)C(OC(C(O)3)OC(C(O)C3O)CO)C(O)C2CO)=O)1
19876,O(C1Oc(c35)cc(c(c3OC(=C(O)C5=O)c(c4O)ccc(OC)c4)OC)OC)C(CO)C(C(O)C1OC(O2)C(O)C(O)C(C2CO)O)O
19881,CC([C@@H](O)5)O[C@@H]([C@@H](O)[C@H](O)5)OC(C(O)1)[C@H](OC(=C2c(c4)cc(c(O)c4)OC)C(=O)c(c3O)c(c(c(c3OC)O)OC)O2)O[C@H](CO)[C@H](O)1
19886,C(O)(C5O)C(CO)OC(C5O)OC(C(O)1)C(C(OC1Oc(c4)ccc(c4)C(O3)=C(C(c(c32)c(c(c(c2OC)O)OC)OC)=O)OC)O)O
19891,c(c71)(C(=O)CC(c(c8)ccc(c8)O)O7)c(cc(O5)c1C(C(C5c(c6)ccc(O)c6)2)CC(CCc(c4)ccc(c4)O)OC2c(c3)ccc(O)c3)OC
19896,C(c(c8)ccc(O)c8)(C([H])45)Oc(c3)c(C([H])4CC(CCc(c7)ccc(O)c7)OC5c(c6)ccc(O)c6)c(c(c3OC)2)OC(CC(=O)2)c(c1)ccc(c1)O
19901,c(O)(c1)cc(c(C(=O)2)c(OC(c(c5)ccc(c5)O)=C2OC(O3)C(C(O)C(C3COC(C(O)4)OC(C(O)C(O)4)COS(O)(=O)=O)O)O)1)O
19906,C(C5O)(O)C(OC(C5O)OC(C(C)4)C(O)C(O)C(O4)OC(=C2c(c3)ccc(OC)c3O)C(c(c1O)c(O2)c(c(c1)OC)CC=C(C)C)=O)C
19911,C(C)(O1)C(C(OC(C)=O)C(C(Oc(c2)c(c(c(C4=O)c2OC(=C(OC(O5)C(O)C(C(C5C)O)OC(C)=O)4)c(c3)ccc(O)c3)O)OC)1)O)O
19916,O(C(C5O)OC(C(O)C5O)CO)c(c4CC=C(C)C)cc(c(c14)C(=O)C(OC(C3O)OC(C(C(O)3)O)CO)=C(c(c2)ccc(c2)OC)O1)O
19921,c(OC)(c5)ccc(c5)C(=C(O)1)Oc(c2CC=C(C)C)c(c(O)cc2OC(C3O)OC(C(OC(O4)C(C(C(C4CO)O)O)O)C(O)3)CO)C1=O
19926,C(O1)(O5)C(C(C(C(COC(=O)CC(C(OCC(O2)C(O)C(C(C(Oc(c63)cc(cc([o+1]c(c(c6)5)c(c4)ccc(O)c4)3)O)2)O)O)=O)O)1)O)O)O
19931,c(OC(O4)C(OC(O5)C(O)C(COC(=O)c(c76)cnc6cccc7)(C5)O)C(C(C4CO)O)O)(c1)ccc(C(O2)CC(c(c3)c2cc(c3)O)=O)c1
19936,O(C(C(O)5)OC(C(O)C(O)5)C(O)=O)c(c4)cc(c(c(O)4)3)OC(=CC(=O)3)c(c1)ccc(OC(O2)C(C(C(C2COC(=O)CC(O)=O)O)O)O)c1
19941,C(C2Oc(c3)c(c(O4)c(C(C=C4c(c5)ccc(c5)O)=O)c3O)O)(C(C(O)C(O2)COC(C)=O)O)OC(C1O)OC(COC(C)=O)C(C1O)O
19946,O(C(COC(O5)C(O)C(C(C5C)OC(C)=O)OC(C)=O)4)C(C(O)C(O)C4O)OC(=C2c(c3)ccc(c(O)3)O)C(c(c1O2)c(cc(c1)O)O)=O
19951,COc(c5)ccc(c5)C(O4)=CC(=O)c(c43)c(c(c(OC)c3)OC)O[C@@H]([C@@H](O)1)OC(CO)[C@H](O)[C@@H]1O[C@@H]([C@@H](O)2)OC([C@@H]([C@@H]2O)O)COC(C)=O
19956,C(C2c(c(O)4)c(O)c(C(=O)5)c(OC(c(c6O)ccc(c6)O)C5)c4)=C(CCC=C(C)C)CC(C(C(c(c3O)ccc(c3)O)=O)2)c(c1O)ccc(c1)O
19961,c(c23)c(c(c(c5)ccc(O)c5)[o+1]c2cc(O)cc3OC(O4)C(C(O)C(O)C4CO)O)OC(C1O)OC(C(O)C(O)1)COC(CCC(O)=O)=O
19966,OC(C1O)C(O)C(COC(C)=O)OC1Oc(c24)cc(cc([o+1]c(c(OC(O5)C(C(C(O)C5COC(C)=O)O)O)c4)c(c3)cc(c(O)c3)O)2)O
19971,c(c5)(cc(c(c5O)2)OC(c(c4)ccc(c4)O)=C(OC(O3)C(C(C(O)C3COC(CC(O)=O)=O)O)O)C(=O)2)OC(O1)C(O)C(O)C(O)C1CO
19976,O(CC(O1)C(O)C(O)C(O)C1OC(=C4c(c5)ccc(c5O)O)C(=O)c(c3O4)c(O)cc(c3)OC(C2O)OC(C)C(C(O)2)O)C(CC(O)=O)=O
19981,c(c(O)5)(c(cc(O)c5)4)C(C(=C(O4)c(c3)ccc(c3O)O)OC(C1OC(C2O)OC(C(O)C(O)2)C)OC(COC(CC(O)=O)=O)C(C1O)O)=O
19986,OC(C(O)6)C(OC(CO)C6O)Oc(c3)c(C(C4OC(O5)C(O)C(C(O)C5)O)OCC(O)C(O)4)c(O)c(c13)C(C=C(c(c2)ccc(c2)O)O1)=O
19991,OC(C(O)6)C(OC(CO)C6O)Oc(c3)c(C(C4OC(O5)C(O)C(C(O)C5)O)OCC(O)C(O)4)c(O)c(c13)C(C=C(c(c2)ccc(c2)O)O1)=O
19996,C(C(O)6)(O)COC(C6O)Oc(c5)c(c(O)c(c45)C(=O)C=C(O4)c(c3)ccc(c3)O)C(C(OC(C2O)OCC(C2O)O)1)OC(CO)C(O)C(O)1
20001,C(OC(=C5c(c6)ccc(c6)O)C(c(c(O5)4)c(O)cc(c4)OC(C3O)OC(C)C(C(O)3)O)=O)(O1)C(OC(O2)C(O)C(O)(C2)CO)C(O)C1CO
20006,C(C1O)(OC(C2Oc(c3OC)cc(c(C(=O)5)c(OC(=C5O)c(c4)cc(c(O)c4)OC)3)O)C(O)C(C(O2)COC(C)=O)O)OC(C)C(O)C(O)1
20011,C(O)C(O3)C(C(O)C(C3Oc(c4)ccc(C(O5)CC(c(c6)c5cc(c6)O)=O)c4)OC(C(O)1)OCC1(COC(C=Cc(c2)ccc(c2)O)=O)O)O
20016,O(C(O5)C(C(C(C5CO)O)O)OC(C3O)OCC3(COC(C=Cc(c4)ccc(c4)O)=O)O)c(c2)ccc(c2)C=CC(=O)c(c(O)1)ccc(O)c1
20021,C(O)C(O3)C(C(O)C(C3Oc(c4)ccc(C(O5)CC(c(c6)c5cc(c6)O)=O)c4)OC(C(O)1)OCC1(COC(C=Cc(c2)ccc(c2)O)=O)O)O
20026,O(C(OC(C5C)C(C(C(O5)Oc(c(OC)4)c(C2=O)c(cc(OC)4)OC(c(c3)cc(c(OC)c3)OC)=C2OC)O)O)1)C(C(O)C(O)C1O)CO
20031,COc(c3Cc(c4)c(ccc4Cc(c5)c(ccc5Cc(c6)c(O)ccc6)O)O)c(c(c(c(O)3)Cc(c2O)cccc2)O)C(=O)CCc(c1)cccc1
20036,c(O)(c1)c(ccc1c(c2OC(C(O)5)OC(C(O)C5O)COC(CC(O)=O)=O)[o+1]c(c3C(C4O)OC(CO)C(O)C4O)c(c(O)cc3O)c2)O
20041,OC(C5O)C(O)C(OC(CO)5)OC(C4O)C(O)C(OC4COC(=O)CC(O)=O)Oc(c(c(c3)cc(O)c(O)c3)1)cc(c2O)c(cc(c2)O)[o+1]1
20046,c(c(OC(C4OC(O5)C(O)C(O)C(O)C5C)OC(C(C4O)O)COC(=O)CC(O)=O)1)c(c(O)3)c(cc(O)c3)[o+1]c(c(c2)cc(c(c(O)2)O)O)1
20051,O([C@@H](C(O)5)O[C@@H]([C@@H](C5O)O)COC(C)=O)c(c3)c(c(c4)cc(c(O)c4OC)OC)[o+1]c(c31)cc(O)cc1O[C@@H]([C@H]2O)OC([C@H](O)[C@@H]2O)CO
20056,C(O)C(C(O)5)OC(C(O)C(O)5)OC(C4O)C(O)C(OC(CO)4)Oc(c3OC)c(OC)c(O1)c(c3O)C(C(=C(c(c2)ccc(OC)c2)1)OC)=O
20061,c(c(O)5)(cc(cc5)c(c(OC(O4)C(C(C(C4COC(CC(O)=O)=O)O)O)O)1)[o+1]c(c3)c(c(cc3O)OC(O2)C(C(O)C(O)C2CO)O)c1)O
20066,C(CO[C@@H]([C@@H](O)5)OC([C@H](O)[C@@H]5O)CO)(O1)[C@H](O)[C@H](O)[C@H](O)[C@@H]1Oc(c4)c(c(c3c4O)OC=C(C3=O)c(c2OC)cc(OC)c(OC)c2)OC
20071,C(c(c5)ccc(c5)O)(O4)C(C(c(c42)c(cc(c2CCC(C)(C)OC(O3)C(O)C(C(C(CO)3)O)O)OC(O1)C(C(O)C(C(CO)1)O)O)O)=O)O
20076,O(C(O5)C(C(C(O)C(CO)5)O)O)c(c(c(c4)cc(c(O)c4OC)OC)1)cc(c2OC(C(O)3)OC(COC(O)=O)C(C3O)O)c(cc(O)c2)[o+1]1
20081,OC(C63)C(O)C(O)C(O6)Oc(c2)c([o+1]c(c5)c(c(cc5O)OC(C(O)4)OC(C(C4O)O)COC(C(CC(=O)OC3)O)=O)2)c(c1)cc(O)c(c1O)O
20086,OC(C(O)1)C(OC(CC(O)=O)=O)C(OC1OCC(C(O)2)OC(Oc(c4c(c5)cc(OC)c(c(OC)5)O)cc(c([o+1]4)3)c(O)cc(c3)O)C(O)C(O)2)C
20091,c(O)(c1)ccc(c([o+1]6)c(cc(c56)c(O)cc(c5)O)OC(C4O)OC(C(C4O)O)COC(C(O)2)OC(C(OC(=O)C=Cc(c3)ccc(O)c3)C(O)2)C)c1
20096,O(C(C2O)C(C(COC(C=Cc(c6)ccc(c6)O)=O)OC(Oc(c5)cc(c(c5O)4)OC(CC4=O)c(c3)ccc(c3)O)2)O)C(=O)C=Cc(c1)ccc(O)c1
20101,O(C(O6)C(O)C(C(C(CO)6)O)O)CC(C(O)5)OC(C(O)C(O)5)c(c(O)1)c(c(C(C4O)OCC(C4O)O)c(O2)c1C(=O)C=C(c(c3)ccc(c3)O)2)O
20106,O(C1Oc(c4)c(c(c(C5=O)c(OC(c(c6)ccc(O)c6)=C5)4)O)C(C2OC(O3)C(C(C(C(CO)3)O)O)O)OC(CO)C(O)C2O)CC(O)C(C1O)O
20111,C(C1O)(OC(Oc(c(C(O6)C(C(O)C(O)C6)OC(O5)C(O)C(C(O)C5CO)O)2)cc(O3)c(C(C=C3c(c4)ccc(c4)O)=O)c2O)C(C1O)O)CO
20116,OC(C(O)1)C(C(CO)OC1c(c52)c(c(C(C(O)6)OCC(O)C6O)c(O)c2C(=O)C=C(O5)c(c3)ccc(OC(O4)C(O)C(C(O)C(CO)4)O)c3)O)O
20121,c(c5O)(C(O6)C(C(O)C(O)C6CO)O)c(O)c(c(c54)OC(=CC(=O)4)c(c3)ccc(c3)OC(O2)C(O)C(C(O)C(CO)2)O)C(O1)C(O)C(C(C1)O)O
20126,O(c(c(C(O6)C(C(O)C(O)C6CO)OC(O5)C(O)C(O)C(O)C5)4)cc(c(c4O)2)OC(c(c3)ccc(O)c3)=CC(=O)2)C(O1)C(C(O)C(O)C1CO)O
20131,O(C1Oc(c4)c(c(c(C5=O)c(OC(c(c6)ccc(O)c6)=C5)4)O)C(C2OC(O3)C(C(C(C(CO)3)O)O)O)OC(CO)C(O)C2O)CC(O)C(C1O)O
20136,C(C(C(O)1)OC(Oc(c6)ccc(c6)C(O2)=CC(=O)c(c(O)3)c(cc(O)c3C(C(OC(C(O)5)OCC(C5O)O)4)OC(C(C4O)O)CO)2)C(O)C1O)O
20141,OC(C2O)C(OC(OC(C(=O)6)=C(Oc(c65)cc(cc(O)5)O)c(c4)ccc(O)c4)C2OC(C3O)OCC(O)(CO)3)COC(C(O)1)OC(C)C(O)C(O)1
20146,Oc(c1)ccc(C(O6)=C(C(=O)c(c64)c(cc(OC(C5O)OC(C)C(C5O)O)c4)O)OC(C(OC(O3)C(C(O)C(O)C3)O)2)OC(CO)C(O)C(O)2)c1
20151,c(c(O)1)(C(=O)3)c(OC(=C(OC(O5)C(C(O)C(C(COC(C(O)6)OC(C)C(C(O)6)O)5)O)OC(O4)C(O)C(C(O)C4)O)3)c(c2)ccc(c2)O)cc(c1)O
20156,O(c(c(C(O6)C(C(O)C(O)C6CO)OC(O5)C(O)C(O)C(O)C5)4)cc(c(c4O)2)OC(c(c3)ccc(O)c3)=CC(=O)2)C(O1)C(C(O)C(O)C1CO)O
20161,OC(C1OC(C5=O)=C(Oc(c6)c5c(O)cc6O)c(c4)ccc(O)c4)C(C(C(COC(C2O)OC(C)C(C2OC(C3O)OCC(C3O)O)O)O1)O)O
20166,Oc(c6)c(C2=O)c(cc6O)OC(=C2OC(O5)C(C(C(O)C(C)5)O)OC(C4O)OC(C(C4O)O)COC(O3)C(O)C(C(C3)O)O)c(c1)ccc(O)c1
20171,O(C1OC(=C(c(c6)ccc(c6)O)3)C(=O)c(c(O)4)c(cc(OC(C(O)5)OC(CO)C5O)c4)O3)C(COC(O2)C(C(C(O)C2C)O)O)C(O)C(C(O)1)O
20176,C(C1O)(O)C(Oc(c6)cc(O4)c(c(O)6)C(C(=C4c(c5)ccc(O)c5)OC(C(O)3)OCC3(CO)O)=O)OC(COC(C2O)OC(C)C(C(O)2)O)C1O
20181,C(O)(C6O)COC(C6O)OC(C(O)5)C(OC(C5O)C)OC(=C(c(c4)ccc(c(O)4)OC(C3O)OC(C)C(C3O)O)1)C(=O)c(c(O)2)c(cc(O)c2)O1
20186,c(c(OC)6)c(O1)c(c(O)c6)C(C(OC(C(O)4)OCC4(O)COC(C(O)5)OCC(O)5CO)=C(c(c3)ccc(c3)OC(O2)C(C(C(O)C2CO)O)O)1)=O
20191,Oc(c(OC)1)ccc(C=CC(=O)OCC(C(O)2)(COC2OC(C3O)C(Oc(c4)ccc(C=CC(c(c5)c(cc(c5)O)O)=O)c4)OC(CO)C(O)3)O)c1
20196,C(C(COC(=O)C=Cc(c6)ccc(O)c(OC)6)(O)5)OC(C(O)5)OC(C1O)C(Oc(c4)ccc(c4)C(C3)Oc(c2C3=O)cc(cc2)O)OC(C1O)CO
20201,C(C(COC(=O)C=Cc(c6)ccc(O)c(OC)6)(O)5)OC(C(O)5)OC(C1O)C(Oc(c4)ccc(c4)C(C3)Oc(c2C3=O)cc(cc2)O)OC(C1O)CO
20206,C(C5c(c6)ccc(O)c6)C(c(c(O)1)c(O5)cc(OC(C(OC(O4)C(O)C(C(O)C(C)4)O)3)OC(C(O)C3O)COC(O2)C(O)C(C(C(C)2)O)O)c1)=O
20211,Oc(c6)c(cc(c6)c([o+1]1)c(OC(O3)C(OC(O5)C(O)C(C(O)C5)O)C(C(C3COC(C=Cc(c4)ccc(c4)O)=O)O)O)cc(c2O)c1cc(O)c2)O
20216,c(c6)(ccc(c6)O)c(c3OC(O5)C(C(O)C(C(CO)5)O)OC(C4O)OCC(O)C(O)4)[o+1]c(c1c3)cc(O)cc(OC(O2)C(C(C(O)C(CO)2)O)O)1
20221,C(C(O)4)(C(OC(O6)C(C(C(C6)O)O)O)C(OC4COC(O5)C(O)C(O)C(C5C)O)Oc(c3)c([o+1]c(c32)cc(cc2O)O)c(c1)cc(O)c(c1)O)O
20226,C(CO)(O1)C(OC(C(OC(O6)C(C(O)C(O)C6)O)5)OC(C(O)5)CO)C(O)C(C(OC(C(=O)3)=C(Oc(c4)c3c(cc4O)O)c(c2)ccc(c2O)O)1)O
20231,C(c43)(C(OS(O)(=O)=O)=C(Oc3cc(OC)cc4OS(O)(=O)=O)c(c1)ccc(c(OC(O2)C(O)C(C(O)C2C(O)=O)O)1)OS(O)(=O)=O)=O
20236,OC(C6O)C(OC(C6O)Oc(c(O)1)ccc(C(O5)=CC(c(c25)c(O)c(C(C3OC(c(c4)ccc(O)c4)=O)OC(C(O)C3O)CO)c(c2)O)=O)c1)CO
20241,c(c4)(cc(O[C@H](O5)[C@H]([C@H]([C@H](C5CO)O)O)OS(O)(=O)=O)c(c42)cc(O[C@@H](C3O)O[C@@H]([C@@H](C3O)O)CO)c([o+1]2)c(c1)cc(OC)c(c(OC)1)O)O
20246,C(O)C(C(O)1)OC(Oc(c6)cc(c(c56)C(CC(O5)c(c4)cc(c(c4)O)OC)=O)O)C(OC(O2)C(O)C(COC(C(O)3)OCC(O)3CO)(C2)O)C1O
20251,c(c1)(ccc(C(O2)=C(OC(O5)C(C(O)C(O)C(COC(=O)CC(C)(O)CC(O)=O)5)OC(O4)C(C(O)(CO)C4)O)C(=O)c(c(O)3)c2cc(OC)c3)c1)O
20256,c(c(O)4)c(cc(O5)c(C(=O)CC5c(c6)ccc(c6)O)4)OC(C2O)OC(COC(=O)c(c3)cc(c(O)c3O)O)C(C(O)2)OC(c(c1)cc(O)c(O)c1O)=O
20261,C(C2O)(C(COC(C(O)6)OC(C(C(O)6)O)C)OC(Oc(c5)cc(c(c(O)5)3)OC(c(c4)ccc(O)c4)=CC(=O)3)C(O)2)OC(=O)C=Cc(c1)ccc(OC)c1
20266,C(C4O)(O)C(OC(O6)C(O)C(O)C(C6C)O)C(OC4COC(C5O)OC(C)C(C5O)O)Oc(c3)cc(c(c(O)3)1)OC(c(c2)ccc(OC)c2)=CC1=O
20271,O(c(c(OC)6)ccc(c64)C(C(O)=C(c(c5)cccc5)O4)=O)C(O1)C(O)C(O)C(O)C1COC(C2O)OC(C(OC(C3O)OC(C)C(C3O)O)C2O)C
20276,c(c6)c(ccc6O)C(O4)=C(C(=O)c(c(O)5)c4cc(O)c5)OC(O1)C(C(OC(=O)C=Cc(c3)ccc(c3)O)C(O)C(COC(=O)C=Cc(c2)ccc(c2)O)1)O
20281,Oc(c6)ccc(c6)C=CC(OCC(C(O)2)OC(OC(=C4c(c5)ccc(c5)O)C(c(c3O4)c(cc(c3)O)O)=O)C(C2O)OC(=O)C=Cc(c1)ccc(c1)O)=O
20286,Oc(c6)ccc(c6)C=CC(OCC(C(O)2)OC(OC(=C4c(c5)ccc(c5)O)C(c(c3O4)c(cc(c3)O)O)=O)C(C2O)OC(=O)C=Cc(c1)ccc(c1)O)=O
20291,C(=CC(OC(C(O)6)C(OC(CO)C(O)6)c(c(O)4)c(c(c(O)c4C(O5)C(C(C(O)C5)O)O)3)OC(=CC3=O)c(c2)ccc(c2)O)=O)c(c1)cc(c(O)c1)OC
20296,c(c6)c(ccc6O)C(O4)=C(C(=O)c(c(O)5)c4cc(O)c5)OC(O1)C(C(OC(=O)C=Cc(c3)ccc(c3)O)C(O)C(COC(=O)C=Cc(c2)ccc(c2)O)1)O
20301,OCC(C6O)OC(C(C6O)OC(O4)C(O)C(C(C4COC(=O)C=Cc(c5)ccc(c5)O)O)O)c(c1O)c(O)cc(O2)c(C(=O)C=C(c(c3)ccc(O)c3)2)1
20306,C(C1=O)=C(c(c6)ccc(O)c6)Oc(c(C(C(OC(C=Cc(c5)ccc(c5)O)=O)4)OC(C(O)C(O)4)CO)2)c(c(cc2OC(C(O)3)OC(CO)C(O)C(O)3)O)1
20311,Oc(c(C(C(O)6)OC(C(C(O)6)O)CO)3)c(c2cc3OC(O4)C(C(O)C(O)C(COC(C=Cc(c5)ccc(c5)O)=O)4)O)C(C=C(O2)c(c1)ccc(O)c1)=O
20316,C(O5)(C(C(C(C(COC(O6)C(C(C(C(C)6)O)O)O)5)O)O)O)Oc(c4)cc(O1)c(c4O)C(C=C(c(c2)ccc(OC(C=Cc(c3)ccc(c(O)3)O)=O)c2)1)=O
20321,OC(C1O)C(OC(=O)C=Cc(c6)ccc(c6)O)C(COC(O5)C(C(C(C5C)O)O)O)OC1OC(=C(c(c4)ccc(c4)O)3)C(c(c(O)2)c(O3)cc(c2)O)=O
20326,OC(C1O)C(OC(=O)C=Cc(c6)ccc(c6)O)C(COC(O5)C(C(C(C5C)O)O)O)OC1OC(=C(c(c4)ccc(c4)O)3)C(c(c(O)2)c(O3)cc(c2)O)=O
20331,C(C)(O1)C(O)C(O)C(C1OCC(O2)C(C(O)C(OC(C=Cc(c6)ccc(O)c6)=O)C2OC(C5=O)=C(Oc(c45)cc(cc(O)4)O)c(c3)ccc(c3)O)O)O
20336,O(C(O4)C(OC(O5)C(C(C(C5COC(C=Cc(c6)ccc(c6)O)=O)O)O)O)C(O)C(O)C4C)C(C2=O)=C(Oc(c3)c2c(cc3O)O)c(c1)ccc(O)c1
20341,C(C)(O1)C(O)C(O)C(C1OCC(O2)C(C(O)C(OC(C=Cc(c6)ccc(O)c6)=O)C2OC(C5=O)=C(Oc(c45)cc(cc(O)4)O)c(c3)ccc(c3)O)O)O
20346,c(c12)(cc(cc1OC(c(c6)ccc(c6)O)=C(OC(C3OC(C(O)4)OCC(O)(COC(C=Cc(c5)ccc(O)c5)=O)4)OC(CO)C(C(O)3)O)C2=O)OC)O
20351,O=C(C=4)c(c1OC(c(c5)ccc(OC(O6)C(O)C(C(O)C(CO)6)O)c5)4)c(cc(O)c1C(C2OC(C3O)OC(C(C(O)3)O)C)OC(C(C2O)O)CO)O
20356,c(c(C(O5)C(OC(C6O)OC(C)C(C6O)O)C(O)C(C5CO)O)3)(OC(O4)C(C(O)C(O)C4CO)O)cc(c2c(O)3)OC(=CC2=O)c(c1)ccc(O)c1
20361,OC(C(O)1)C(COC(C6O)OC(C(O)C(O)6)C)OC(Oc(c(C(C(O)5)OC(CO)C(O)C5O)4)cc(O)c(c42)C(=O)C=C(c(c3)ccc(c3)O)O2)C1O
20366,c(c(C(O5)C(OC(C6O)OC(C)C(C6O)O)C(O)C(C5CO)O)3)(OC(O4)C(C(O)C(O)C4CO)O)cc(c2c(O)3)OC(=CC2=O)c(c1)ccc(O)c1
20371,C(C(C(O)1)OC(Oc(c2)ccc(C(O6)=CC(c(c63)c(O)cc(OC(O4)C(OC(O5)C(C(C(O)C5C)O)O)C(O)C(C4CO)O)c3)=O)c2)C(O)C1O)O
20376,Oc(c4)c(C(=O)3)c(cc4OC(C6O)OC(C(O)C6O)COC(C5O)OC(C)C(C(O)5)O)OC(=C3)c(c1)ccc(OC(O2)C(O)C(C(O)C(CO)2)O)c1
20381,C(c21)(=O)C=C(c(c6)ccc(c6)O)Oc1cc(OC(O3)C(OC(O5)C(O)C(C(O)C(C)5)O)C(C(C(COC(C4O)OC(CO)C(C4O)O)3)O)O)cc2O
20386,OC(C1)C(C(O)C(OC(C2c(c(OC)5)c(c(c(O)c5C(O6)C(O)C(O)C(C6CO)O)3)OC(c(c4)ccc(c4)O)=CC(=O)3)C(C(O)C(O2)CO)O)O1)O
